onset	duration	eventnumber	condition	conditionlabel	istarget	presentationnumber	sequencenumber	stimC	stimL	stimR	streamnumber	stimnameL	stimnameR	stimnameC	response	rt	correct	time_stimon	time_stimoff	stimdur
2145042	100	8660	1	center	0	20	6	8	-1	-1	45			NaN	0	0	0	2131.08810031688	2131.18809024757	0.0999899306916632
2145242	100	8661	1	center	0	21	6	7	-1	-1	45			NaN	0	0	0	2131.28811333631	2131.38811496983	0.100001633516513
2145442	100	8662	1	center	0	22	6	6	-1	-1	45			NaN	0	0	0	2131.48811684718	2131.58812481974	0.100007972563617
2145642	100	8663	1	center	0	23	6	2	-1	-1	45			NaN	0	0	0	2131.68812718469	2131.78812516108	0.0999979763873853
2145842	100	8664	1	center	0	24	6	18	-1	-1	45			NaN	0	0	0	2131.88811996795	2131.98811306816	0.0999931002152152
2146042	100	8665	1	center	0	25	6	32	-1	-1	45			NaN	0	0	0	2132.08813810739	2132.18814193516	0.100003827770706
2146242	100	8666	1	center	0	26	6	19	-1	-1	45			NaN	0	0	0	2132.28813137824	2132.38813008601	0.0999987077666447
2146442	100	8667	1	center	0	27	6	25	-1	-1	45			NaN	0	0	0	2132.4881246491	2132.58812043117	0.0999957820749842
2146642	100	8668	1	center	0	28	6	34	-1	-1	45			NaN	0	0	0	2132.68812474661	2132.78813783918	0.100013092567679
2146842	100	8669	1	center	0	29	6	13	-1	-1	45			NaN	0	0	0	2132.88814264222	2132.98814086244	0.0999982202192768
2147042	100	8670	1	center	NaN	30	6	26	-1	-1	45			NaN	0	0	0	2133.08815444261	2133.18814632372	0.0999918811139651
2147242	100	8671	1	center	0	31	6	28	-1	-1	45			NaN	0	0	0	2133.28817233822	2133.38816275651	0.0999904182972386
2147442	100	8672	1	center	0	32	6	14	-1	-1	45			NaN	0	0	0	2133.48816365859	2133.5881689493	0.100005290703848
2147642	100	8673	1	center	0	33	6	20	-1	-1	45			NaN	1	0.492589776171371	1	2133.68817204563	2133.78818221251	0.100010166876018
2147842	100	8674	1	center	0	34	6	43	-1	-1	45			NaN	0	0	0	2133.88817458128	2133.9881893805	0.100014799216297
2148042	100	8675	1	center	0	35	6	3	-1	-1	45			NaN	0	0	0	2134.08818369976	2134.18814144755	0.0999577477923594
2148242	100	8676	1	center	0	36	6	1	-1	-1	45			NaN	0	0	0	2134.28818721062	2134.38820883649	0.100021625868976
2148442	100	8677	1	center	0	37	6	10	-1	-1	45			NaN	0	0	0	2134.4882014491	2134.58819649974	0.0999950506375171
2148642	100	8678	1	center	0	38	6	40	-1	-1	45			NaN	0	0	0	2134.68820617895	2134.78820171725	0.0999955383013003
2148842	100	8679	1	center	0	39	6	33	-1	-1	45			NaN	0	0	0	2134.88819579268	2134.98820522812	0.100009435438551
2149042	100	8680	1	center	0	40	6	30	-1	-1	45			NaN	0	0	0	2135.08820905595	2135.18821434659	0.10000529064564
2149242	100	8681	1	center	0	41	6	42	-1	-1	45			NaN	0	0	0	2135.28819915728	2135.38821712602	0.100017968739849
2149442	100	8682	1	center	0	42	6	41	-1	-1	45			NaN	0	0	0	2135.48822241666	2135.5882267321	0.100004315434489
2149642	100	8683	1	center	0	43	6	12	-1	-1	45			NaN	0	0	0	2135.68822665897	2135.78822975536	0.100003096391447
2149842	100	8684	1	center	0	44	6	35	-1	-1	45			NaN	0	0	0	2135.88823187648	2135.98823497287	0.100003096391447
2150042	100	8685	1	center	0	45	6	38	-1	-1	45			NaN	0	0	0	2136.08824635879	2136.18823945895	0.0999931001570076
2150242	100	8686	1	center	0	46	6	15	-1	-1	45			NaN	0	0	0	2136.28823962965	2136.388241507	0.100001877348404
2150442	100	8687	1	center	0	47	6	27	-1	-1	45			NaN	0	0	0	2136.48824850429	2136.58825501404	0.100006509746891
2150642	100	8688	1	center	0	48	6	43	-1	-1	45			NaN	0	0	0	2136.68826054852	2136.78826023155	0.0999996830360033
2150842	100	8689	1	center	0	49	6	34	-1	-1	45			NaN	0	0	0	2136.88826015842	2136.98825911002	0.0999989515985362
2151042	100	8690	1	center	0	50	6	46	-1	-1	45			NaN	0	0	0	2137.08826342545	2137.18826798466	0.100004559208173
2151242	100	8691	1	center	0	51	6	4	-1	-1	45			NaN	0	0	0	2137.28826864297	2137.38827125175	0.100002608785871
2151442	100	8692	1	center	0	52	6	15	-1	-1	45			NaN	0	0	0	2137.48825289286	2137.58827281214	0.100019919278566
2151642	100	8693	1	center	0	53	6	24	-1	-1	45			NaN	0	0	0	2137.68827712757	2137.78827802965	0.100000902079046
2151842	100	8694	1	center	0	54	6	8	-1	-1	45			NaN	0	0	0	2137.88829234126	2137.98828617285	0.0999938315944746
2152042	100	8695	1	center	0	55	6	18	-1	-1	45			NaN	0	0	0	2138.08830365399	2138.18829529133	0.0999916373402812
2152242	100	8696	1	center	0	56	6	12	-1	-1	45			NaN	0	0	0	2138.28826522961	2138.38830172794	0.100036498333793
2152442	100	8697	1	center	0	57	6	25	-1	-1	45			NaN	0	0	0	2138.48827361671	2138.58830231306	0.100028696353547
2152642	100	8698	1	center	0	58	6	22	-1	-1	45			NaN	0	0	0	2138.68830614089	2138.78830631153	0.100000170641579
2152842	100	8699	1	center	0	59	6	11	-1	-1	45			NaN	0	0	0	2138.88831818505	2138.98831908713	0.100000902079046
2153042	100	8700	1	center	0	60	6	14	-1	-1	45			NaN	0	0	0	2139.0883185264	2139.18831625895	0.0999977325554937
2153242	100	8701	1	center	0	61	6	19	-1	-1	45			NaN	0	0	0	2139.28832228103	2139.38832245173	0.100000170699786
2153442	100	8702	1	center	0	62	6	9	-1	-1	45			NaN	0	0	0	2139.48832603573	2139.58833205781	0.100006022083107
2153642	100	8703	1	center	0	63	6	37	-1	-1	45			NaN	0	0	0	2139.68833125324	2139.78832020867	0.0999889554223046
2153842	100	8704	1	center	0	64	6	31	-1	-1	45			NaN	0	0	0	2139.88834037172	2139.98833883571	0.0999984639929608
2154042	100	8705	1	center	0	65	6	17	-1	-1	45			NaN	0	0	0	2140.08832608449	2140.18834575993	0.100019675446674
2154242	100	8706	1	center	0	66	6	33	-1	-1	45			NaN	0	0	0	2140.28835129441	2140.3883531717	0.100001877290197
2154443	100	8707	1	center	0	67	6	2	-1	-1	45			NaN	0	0	0	2140.48836675193	2140.58835765783	0.0999909059028141
2154643	100	8708	1	center	0	68	6	16	-1	-1	45			NaN	0	0	0	2140.688360998	2140.78836263152	0.100001633516513
2154843	100	8709	1	center	0	69	6	26	-1	-1	45			NaN	0	0	0	2140.88836889743	2140.98837589478	0.100006997352466
2155043	100	8710	1	center	0	70	6	29	-1	-1	45			NaN	0	0	0	2141.08836923877	2141.18834892946	0.09997969068354
2155243	100	8711	1	center	0	71	6	6	-1	-1	45			NaN	0	0	0	2141.28838030773	2141.38837487076	0.0999945630319417
2155443	100	8712	1	center	0	72	6	32	-1	-1	45			NaN	0	0	0	2141.48838138051	2141.58837667498	0.0999952944694087
2155643	100	8713	1	center	0	73	6	35	-1	-1	45			NaN	0	0	0	2141.68839074275	2141.78838701249	0.0999962697387673
2155843	100	8714	1	center	0	74	6	0	-1	-1	45			NaN	0	0	0	2141.88838913362	2141.98839271761	0.100003583997022
2156043	100	8715	1	center	0	75	6	38	-1	-1	45			NaN	0	0	0	2142.08838313591	2142.18839183991	0.100008704001084
2156243	100	8716	1	center	0	76	6	45	-1	-1	45			NaN	0	0	0	2142.2883949363	2142.38840559078	0.100010654481594
2156443	100	8717	1	center	0	77	6	40	-1	-1	45			NaN	0	0	0	2142.48843623762	2142.58840105589	0.0999648182769306
2156643	100	8718	1	center	0	78	6	3	-1	-1	45			NaN	0	0	0	2142.68840439612	2142.78842041438	0.100016018259339
2156843	100	8719	1	center	0	79	6	36	-1	-1	45			NaN	0	0	0	2142.88841180789	2142.98840515193	0.0999933440471068
2157043	100	8720	1	center	0	80	6	23	-1	-1	45			NaN	0	0	0	2143.08842409588	2143.18842012179	0.0999960259068757
2157243	100	8721	1	center	0	81	6	44	-1	-1	45			NaN	0	0	0	2143.28843516484	2143.38843826123	0.100003096391447
2157443	100	8722	1	center	0	82	6	20	-1	-1	45			NaN	0	0	0	2143.48843233666	2143.58843616449	0.100003827828914
2157643	100	8723	1	center	0	83	6	21	-1	-1	45			NaN	0	0	0	2143.68843365321	2143.78845186578	0.10001821257174
2157843	100	8724	1	center	0	84	6	39	-1	-1	45			NaN	0	0	0	2143.88844789169	2143.9884490376	0.100001145910937
2158043	100	8725	1	center	0	85	6	5	-1	-1	45			NaN	0	0	0	2144.08845140255	2144.18846254464	0.100011142087169
2158243	100	8726	1	center	0	86	6	28	-1	-1	45			NaN	0	0	0	2144.28844857437	2144.38845947268	0.100010898313485
2158443	100	8727	1	center	0	87	6	13	-1	-1	45			NaN	0	0	0	2144.48846427572	2144.58846273972	0.0999984639929608
2158643	100	8728	1	center	0	88	6	1	-1	-1	45			NaN	0	0	0	2144.6884687618	2144.7884689325	0.100000170699786
2158843	100	8729	1	center	0	89	6	27	-1	-1	45			NaN	0	0	0	2144.88846495835	2144.98847512522	0.100010166876018
2159043	100	8730	1	center	0	90	6	30	-1	-1	45			NaN	0	0	0	2145.08847480826	2145.1884757104	0.100000902137253
2159243	100	8731	1	center	0	91	6	47	-1	-1	45			NaN	0	0	0	2145.2884573515	2145.38848897361	0.100031622103415
2159443	100	8732	1	center	0	92	6	7	-1	-1	45			NaN	0	0	0	2145.48849353287	2145.58848785207	0.0999943192000501
2159643	100	8733	1	center	0	93	6	41	-1	-1	45			NaN	0	0	0	2145.68849241134	2145.78849599534	0.100003583997022
2159843	100	8734	1	center	0	94	6	42	-1	-1	45			NaN	0	0	0	2145.88850421173	2145.98850072525	0.0999965135124512
2160043	100	8735	1	center	0	95	6	10	-1	-1	45			NaN	0	0	0	2146.08850528445	2146.18849082658	0.0999855421250686
2160243	100	8736	1	center	0	96	6	43	-1	-1	45			NaN	0	0	0	2146.28849928675	2146.38851042883	0.100011142087169
2160443	100	8737	1	center	0	97	6	2	-1	-1	45			NaN	0	0	0	2146.48850011569	2146.58851052634	0.100010410649702
2160643	100	8738	1	center	0	98	6	27	-1	-1	45			NaN	0	0	0	2146.68852508179	2146.78851233056	0.0999872487736866
2160843	100	8739	1	center	0	99	6	28	-1	-1	45			NaN	0	0	0	2146.88852712978	2146.98852851952	0.100001389742829
2161043	100	8740	1	center	0	100	6	12	-1	-1	45			NaN	0	0	0	2147.08852259495	2147.18853081134	0.100008216395508
2161243	100	8741	1	center	0	101	6	11	-1	-1	45			NaN	0	0	0	2147.28853756486	2147.38853749173	0.0999999268678948
2161443	100	8742	1	center	0	102	6	38	-1	-1	45			NaN	0	0	0	2147.48854424525	2147.58853929589	0.0999950506375171
2161643	100	8743	1	center	0	103	6	32	-1	-1	45			NaN	0	0	0	2147.68854531797	2147.78857791534	0.100032597372774
2161843	100	8744	1	center	0	104	6	47	-1	-1	45			NaN	0	0	0	2147.88855102315	2147.98855460715	0.100003583997022
2162043	100	8745	1	center	0	105	6	40	-1	-1	45			NaN	0	0	0	2148.08856648067	2148.18855421705	0.0999877363792621
2162243	100	8746	1	center	0	106	6	24	-1	-1	45			NaN	0	0	0	2148.2885651153	2148.38854821934	0.0999831040389836
2162443	100	8747	1	center	0	107	6	33	-1	-1	45			NaN	0	0	0	2148.4885722833	2148.58856294543	0.0999906621291302
2162643	100	8748	1	center	0	108	6	23	-1	-1	45			NaN	0	0	0	2148.6885765256	2148.78858035343	0.100003827828914
2162843	100	8749	1	center	0	109	6	39	-1	-1	45			NaN	0	0	0	2148.88859734696	2148.98857313662	0.0999757896643132
2163043	100	8750	1	center	0	110	6	14	-1	-1	45			NaN	0	0	0	2149.08857428253	2149.18858591228	0.100011629750952
2163243	100	8751	1	center	0	111	6	35	-1	-1	45			NaN	0	0	0	2149.2885909591	2149.38859356788	0.100002608785871
2163443	100	8752	1	center	0	112	6	4	-1	-1	45			NaN	0	0	0	2149.48859227571	2149.58859390923	0.100001633516513
2163643	100	8753	1	center	0	113	6	10	-1	-1	45			NaN	0	0	0	2149.6885994437	2149.78860449058	0.100005046871956
2163843	100	8754	1	center	0	114	6	44	-1	-1	45			NaN	0	0	0	2149.88861587644	2149.9886055633	0.0999896868597716
2164043	100	8755	1	center	0	115	6	1	-1	-1	45			NaN	0	0	0	2150.0886062216	2150.1886098056	0.100003583997022
2164243	100	8756	1	center	0	116	6	36	-1	-1	45			NaN	0	0	0	2150.28861826577	2150.3886140479	0.0999957821331918
2164443	100	8757	1	center	0	117	6	29	-1	-1	45			NaN	0	0	0	2150.48861909471	2150.58862048446	0.100001389742829
2164643	100	8758	1	center	0	118	6	19	-1	-1	45			NaN	0	0	0	2150.68862406845	2150.78862545814	0.100001389684621
2164843	100	8759	1	center	0	119	6	5	-1	-1	45			NaN	0	0	0	2150.88863221172	2150.98864018428	0.100007972563617
2165043	100	8760	1	center	0	120	6	31	-1	-1	45			NaN	0	0	0	2151.08861694922	2151.188636137	0.100019187782891
2165243	100	8761	1	center	0	121	6	9	-1	-1	45			NaN	0	0	0	2151.2886409401	2151.38864403643	0.100003096333239
2165443	100	8762	1	center	0	122	6	15	-1	-1	45			NaN	0	0	0	2151.48864493857	2151.5886531549	0.100008216337301
2165643	100	8763	1	center	0	123	6	26	-1	-1	45			NaN	0	0	0	2151.68865210656	2151.78865325247	0.100001145910937
2165843	100	8764	1	center	0	124	6	18	-1	-1	45			NaN	0	0	0	2151.88866220025	2151.98865846999	0.0999962697387673
2166043	100	8765	1	center	0	125	6	16	-1	-1	45			NaN	0	0	0	2152.08866449207	2152.18866636942	0.100001877348404
2166243	100	8766	1	center	0	126	6	46	-1	-1	45			NaN	0	0	0	2152.28866824671	2152.38866646693	0.0999982202192768
2166443	100	8767	1	center	0	127	6	34	-1	-1	45			NaN	0	0	0	2152.48867517093	2152.58865120442	0.0999760334962048
2166643	100	8768	1	center	0	128	6	17	-1	-1	45			NaN	0	0	0	2152.68867843796	2152.78867617052	0.0999977325554937
2166843	100	8769	1	center	0	129	6	6	-1	-1	45			NaN	0	0	0	2152.88868389931	2152.98868431378	0.10000041447347
2167043	100	8770	1	center	0	130	6	25	-1	-1	45			NaN	0	0	0	2153.08868911682	2153.18869611417	0.100006997352466
2167243	100	8771	1	center	0	131	6	8	-1	-1	45			NaN	0	0	0	2153.28869214008	2153.38869962504	0.100007484958041
2167443	100	8772	1	center	0	132	6	22	-1	-1	45			NaN	0	0	0	2153.48869930807	2153.58869874728	0.0999994392041117
2167643	100	8773	1	center	0	133	6	30	-1	-1	45			NaN	0	0	0	2153.68870355038	2153.78870518389	0.100001633516513
2167843	100	8774	1	center	0	134	6	41	-1	-1	45			NaN	0	0	0	2153.88871071837	2153.98870869476	0.0999979763873853
2168043	100	8775	1	center	0	135	6	45	-1	-1	45			NaN	0	0	0	2154.08866936824	2154.18872171413	0.100052345893346
2168243	100	8776	1	center	0	136	6	42	-1	-1	45			NaN	0	0	0	2154.2887313934	2154.38872156787	0.0999901744653471
2168443	100	8777	1	center	0	137	6	21	-1	-1	45			NaN	0	0	0	2154.48872637091	2154.58873239299	0.100006022083107
2168643	100	8778	1	center	0	138	6	3	-1	-1	45			NaN	0	0	0	2154.68873256369	2154.7887239572	0.0999913935083896
2168843	100	8779	1	center	0	139	6	0	-1	-1	45			NaN	0	0	0	2154.88873461168	2154.98873502616	0.10000041447347
2169043	100	8780	1	center	0	140	6	37	-1	-1	45			NaN	0	0	0	2155.08874251111	2155.18874487607	0.10000236495398
2169243	100	8781	1	center	0	141	6	7	-1	-1	45			NaN	0	0	0	2155.28874870384	2155.38874838693	0.0999996830942109
2169443	100	8782	1	center	0	142	6	20	-1	-1	45			NaN	0	0	0	2155.48875002045	2155.58875311684	0.100003096391447
2169643	100	8783	1	center	0	143	6	13	-1	-1	45			NaN	0	0	0	2155.68876279605	2155.78874492482	0.099982128769625
2169843	100	8784	1	center	0	144	6	23	-1	-1	45			NaN	0	0	0	2155.88876923261	2155.98878013092	0.100010898313485
2170043	100	8785	1	center	0	145	6	21	-1	-1	45			NaN	0	0	0	2156.08877347491	2156.18877218274	0.0999987078248523
2170243	100	8786	1	center	0	146	6	16	-1	-1	45			NaN	0	0	0	2156.28877771721	2156.38876179641	0.0999840791919269
2170443	100	8787	1	center	0	147	6	38	-1	-1	45			NaN	0	0	0	2156.48878000898	2156.58877042728	0.0999904182972386
2170643	100	8788	1	center	0	148	6	47	-1	-1	45			NaN	0	0	0	2156.68879717321	2156.78877028101	0.0999731078045443
2170843	100	8789	1	center	0	149	6	2	-1	-1	45			NaN	0	0	0	2156.88878361741	2156.98877793661	0.0999943192000501
2171043	100	8790	1	center	0	150	6	4	-1	-1	45			NaN	0	0	0	2157.08879785583	2157.18881436175	0.100016505923122
2171243	100	8791	1	center	0	151	6	40	-1	-1	45			NaN	0	0	0	2157.28880380478	2157.38876472216	0.0999609173741192
2171443	100	8792	1	center	0	152	6	15	-1	-1	45			NaN	0	0	0	2157.488810729	2157.58880675491	0.0999960259068757
2171643	100	8793	1	center	0	153	6	45	-1	-1	45			NaN	0	0	0	2157.68880838843	2157.78881611722	0.100007728789933
2171843	100	8794	1	center	0	154	6	25	-1	-1	45			NaN	0	0	0	2157.88881896978	2157.98880719376	0.0999882239848375
2172043	100	8795	1	center	0	155	6	35	-1	-1	45			NaN	0	0	0	2158.08882662538	2158.18882338272	0.0999967573443428
2172243	100	8796	1	center	0	156	6	18	-1	-1	45			NaN	0	0	0	2158.28882867337	2158.38882543071	0.0999967573443428
2172443	100	8797	1	center	0	157	6	5	-1	-1	45			NaN	0	0	0	2158.48881194805	2158.58883430535	0.100022357306443
2172643	100	8798	1	center	0	158	6	41	-1	-1	45			NaN	0	0	0	2158.68883983983	2158.78884293622	0.100003096391447
2172843	100	8799	1	center	0	159	6	10	-1	-1	45			NaN	0	0	0	2158.88885139645	2158.98884449661	0.0999931001570076
2173043	100	8800	1	center	0	160	6	17	-1	-1	45			NaN	0	0	0	2159.08887831302	2159.18883191602	0.0999536029994488
2173243	100	8801	1	center	0	161	6	13	-1	-1	45			NaN	0	0	0	2159.28885646764	2159.38885785738	0.100001389742829
2173443	100	8802	1	center	0	162	6	42	-1	-1	45			NaN	0	0	0	2159.48888630996	2159.58885381016	0.0999675001949072
2173643	100	8803	1	center	0	163	6	33	-1	-1	45			NaN	0	0	0	2159.6888637332	2159.7888575648	0.0999938315944746
2173843	100	8804	1	center	0	164	6	9	-1	-1	45			NaN	0	0	0	2159.88883554883	2159.98886278231	0.100027233478613
2174043	100	8805	1	center	NaN	165	6	31	-1	-1	45			NaN	0	0	0	2160.08887928823	2160.18887945887	0.100000170641579
2174243	100	8806	1	center	0	166	6	43	-1	-1	45			NaN	0	0	0	2160.28888670006	2160.38888418878	0.0999974887236021
2174443	100	8807	1	center	0	167	6	20	-1	-1	45			NaN	1	0.392242664587684	1	2160.48888947949	2160.58888867492	0.0999991954304278
2174643	100	8808	1	center	0	168	6	8	-1	-1	45			NaN	0	0	0	2160.68888323795	2160.7888941362	0.100010898255277
2174843	100	8809	1	center	0	169	6	7	-1	-1	45			NaN	0	0	0	2160.88889552595	2160.98889984138	0.100004315434489
2175043	100	8810	1	center	0	170	6	6	-1	-1	45			NaN	0	0	0	2161.08890415682	2161.18890871602	0.100004559208173
2175243	100	8811	1	center	0	171	6	3	-1	-1	45			NaN	0	0	0	2161.28890839906	2161.38890686311	0.0999984640511684
2175443	100	8812	1	center	0	172	6	37	-1	-1	45			NaN	0	0	0	2161.48891020328	2161.5889123244	0.100002121122088
2175643	100	8813	1	center	0	173	6	39	-1	-1	45			NaN	0	0	0	2161.68890127982	2161.78892412479	0.100022844970226
2175843	100	8814	1	center	0	174	6	1	-1	-1	45			NaN	0	0	0	2161.88892575831	2161.98893080518	0.100005046871956
2176043	100	8815	1	center	0	175	6	44	-1	-1	45			NaN	0	0	0	2162.08890220633	2162.1889326094	0.100030403060373
2176243	100	8816	1	center	0	176	6	27	-1	-1	45			NaN	0	0	0	2162.28893546195	2162.38893173164	0.0999962696805596
2176443	100	8817	1	center	0	177	6	12	-1	-1	45			NaN	0	0	0	2162.48894360516	2162.58894231298	0.0999987078248523
2176643	100	8818	1	center	0	178	6	30	-1	-1	45			NaN	0	0	0	2162.68894297129	2162.78894606762	0.100003096333239
2176843	100	8819	1	center	0	179	6	14	-1	-1	45			NaN	0	0	0	2162.88895550306	2162.98925141466	0.100295911601279
2177043	100	8820	1	center	0	180	6	24	-1	-1	45			NaN	0	0	0	2163.08895657584	2163.18895772175	0.100001145910937
2177243	100	8821	1	center	0	181	6	19	-1	-1	45			NaN	0	0	0	2163.28896033048	2163.38897805545	0.100017724966165
2177443	100	8822	1	center	0	182	6	26	-1	-1	45			NaN	0	0	0	2163.48897383758	2163.58897449583	0.100000658247154
2177643	100	8823	1	center	0	183	6	32	-1	-1	45			NaN	0	0	0	2163.68897759222	2163.78898312669	0.100005534477532
2177843	100	8824	1	center	0	184	6	34	-1	-1	45			NaN	0	0	0	2163.88895452785	2163.98898468708	0.100030159228481
2178043	100	8825	1	center	0	185	6	29	-1	-1	45			NaN	0	0	0	2164.0889833949	2164.18899404939	0.100010654481594
2178243	100	8826	1	center	0	186	6	46	-1	-1	45			NaN	0	0	0	2164.289013481	2164.38899512211	0.0999816411058418
2178443	100	8827	1	center	0	187	6	28	-1	-1	45			NaN	0	0	0	2164.48900358233	2164.5889937568	0.0999901744653471
2178643	100	8828	1	center	0	188	6	36	-1	-1	45			NaN	0	0	0	2164.68900636176	2164.78901092097	0.100004559208173
2178843	100	8829	1	center	0	189	6	0	-1	-1	45			NaN	0	0	0	2164.88900353352	2164.98901321279	0.100009679270443
2179043	100	8830	1	center	0	190	6	11	-1	-1	45			NaN	0	0	0	2165.08899899869	2165.18901891791	0.100019919220358
2179243	100	8831	1	center	0	191	6	22	-1	-1	45			NaN	0	0	0	2165.289018601	2165.38900170499	0.0999831039807759
2182093	100	8832	2	left-right	0	0	7	-1	-1	14	46		stim015_inanimate_boats_3.png	NaN	0	0	0	2168.13909209735	2168.23909056134	0.0999984639929608
2182293	100	8833	2	left-right	0	1	7	-1	5	-1	46	stim006_animate_bird_2.png		NaN	0	0	0	2168.33909097582	2168.43909309694	0.100002121122088
2182493	100	8834	2	left-right	0	2	7	-1	-1	39	46		boat_7_upper_it	NaN	0	0	0	2168.53909936285	2168.6391012402	0.100001877348404
2182693	100	8835	2	left-right	0	3	7	-1	18	-1	46	stim019_inanimate_tree_3.png		NaN	0	0	0	2168.73910653085	2168.83910621394	0.0999996830942109
2182893	100	8836	2	left-right	0	4	7	-1	6	-1	46	stim007_animate_bird_3.png		NaN	0	0	0	2168.93911028554	2169.0391160638	0.100005778251216
2183093	100	8837	2	left-right	0	5	7	-1	-1	19	46		stim020_inanimate_tree_4.png	NaN	0	0	0	2169.13910331257	2169.23911884322	0.100015530653764
2183293	100	8838	2	left-right	0	6	7	-1	32	-1	46	face_3_lower		NaN	0	0	0	2169.33912413393	2169.43910870078	0.09998456685571
2183493	100	8839	2	left-right	0	7	7	-1	-1	27	46		fish_4_upper_it	NaN	0	0	0	2169.53912691335	2169.639127084	0.100000170641579
2183693	100	8840	2	left-right	0	8	7	-1	47	-1	46	tool_9_upper_it		NaN	0	0	0	2169.73912920518	2169.83913864056	0.100009435380343
2183893	100	8841	2	left-right	0	9	7	-1	-1	9	46		stim010_animate_face_2.png	NaN	0	0	0	2169.93914198078	2170.03915165999	0.100009679212235
2184093	100	8842	2	left-right	0	10	7	-1	28	-1	46	bird_2_lower		NaN	0	0	0	2170.13914597925	2170.23914590612	0.0999999268678948
2184293	100	8843	2	left-right	0	11	7	-1	-1	24	46		fish_1_lower	NaN	0	0	0	2170.33914875868	2170.43915014836	0.100001389684621
2184493	100	8844	2	left-right	0	12	7	-1	-1	0	46		stim001_animate_fish_1.png	NaN	0	0	0	2170.53915690188	2170.63915658498	0.0999996830942109
2184693	100	8845	2	left-right	0	13	7	-1	39	-1	46	boat_7_upper_it		NaN	0	0	0	2170.73916211945	2170.83916204626	0.0999999268096872
2184893	100	8846	2	left-right	0	14	7	-1	20	-1	46	stim021_inanimate_tools_1.png		NaN	0	0	0	2170.93914441887	2171.03917238384	0.100027964974288
2185093	100	8847	2	left-right	0	15	7	-1	-1	28	46		bird_2_lower	NaN	0	0	0	2171.13917231065	2171.23917321279	0.100000902137253
2185293	100	8848	2	left-right	0	16	7	-1	-1	45	46		tool_7_lower_it	NaN	0	0	0	2171.33917362726	2171.43917209125	0.0999984639929608
2185493	100	8849	2	left-right	0	17	7	-1	0	-1	46	stim001_animate_fish_1.png		NaN	0	0	0	2171.53917811334	2171.63915439066	0.0999762773280963
2185693	100	8850	2	left-right	0	18	7	-1	-1	37	46		boat_5_lower_it	NaN	0	0	0	2171.73918357468	2171.83916009584	0.0999765211599879
2185893	100	8851	2	left-right	0	19	7	-1	44	-1	46	tool_6_lower		NaN	0	0	0	2171.93919001124	2172.03919432667	0.100004315434489
2186093	100	8852	2	left-right	0	20	7	-1	11	-1	46	stim012_animate_face_4.png		NaN	0	0	0	2172.13920010492	2172.23920027562	0.100000170699786
2186293	100	8853	2	left-right	0	21	7	-1	-1	46	46		tool_8_upper	NaN	0	0	0	2172.33920337202	2172.43920403026	0.100000658247154
2186493	100	8854	2	left-right	0	22	7	-1	-1	31	46		bird_5_upper_it	NaN	0	0	0	2172.53920395713	2172.63921095448	0.100006997352466
2186693	100	8855	2	left-right	0	23	7	-1	17	-1	46	stim018_inanimate_tree_2.png		NaN	0	0	0	2172.73921014991	2172.83921519679	0.100005046871956
2186893	100	8856	2	left-right	0	24	7	-1	-1	36	46		boat_4_lower	NaN	0	0	0	2172.93921292934	2173.03920993046	0.0999970011180267
2187093	100	8857	2	left-right	0	25	7	-1	14	-1	46	stim015_inanimate_boats_3.png		NaN	0	0	0	2173.13922253542	2173.23922465654	0.100002121122088
2187293	100	8858	2	left-right	0	26	7	-1	27	-1	46	fish_4_upper_it		NaN	0	0	0	2173.33922531485	2173.43922743597	0.100002121122088
2187493	100	8859	2	left-right	0	27	7	-1	-1	6	46		stim007_animate_bird_3.png	NaN	0	0	0	2173.53924467333	2173.63923338492	0.099988711590413
2187693	100	8860	2	left-right	0	28	7	-1	46	-1	46	tool_8_upper		NaN	0	0	0	2173.73925720516	2173.83923933387	0.0999821287114173
2187893	100	8861	2	left-right	0	29	7	-1	-1	44	46		tool_6_lower	NaN	0	0	0	2173.93924218649	2174.03924479522	0.100002608727664
2188093	100	8862	2	left-right	0	30	7	-1	15	-1	46	stim016_inanimate_boats_4.png		NaN	0	0	0	2174.13925740018	2174.23924928135	0.0999918811721727
2188293	100	8863	2	left-right	0	31	7	-1	-1	4	46		stim005_animate_bird_1.png	NaN	0	0	0	2174.33925310912	2174.43925766839	0.100004559266381
2188493	100	8864	2	left-right	0	32	7	-1	-1	47	46		tool_9_upper_it	NaN	0	0	0	2174.5392622276	2174.63923631067	0.0999740830739029
2188693	100	8865	2	left-right	0	33	7	-1	10	-1	46	stim011_animate_face_3.png		NaN	0	0	0	2174.73925354797	2174.83926883485	0.10001528688008
2188893	100	8866	2	left-right	0	34	7	-1	-1	16	46		stim017_inanimate_tree_1.png	NaN	0	0	0	2174.93925949692	2175.03927527141	0.100015774485655
2189093	100	8867	2	left-right	0	35	7	-1	9	-1	46	stim010_animate_face_2.png		NaN	0	0	0	2175.13927763636	2175.23926634801	0.0999887116486207
2189293	100	8868	2	left-right	0	36	7	-1	30	-1	46	bird_4_upper		NaN	0	0	0	2175.33927627106	2175.43928278075	0.100006509688683
2189493	100	8869	2	left-right	0	37	7	-1	-1	12	46		stim013_inanimate_boats_1.png	NaN	0	0	0	2175.53928222001	2175.63928848592	0.100006265914999
