onset	duration	eventnumber	condition	conditionlabel	istarget	presentationnumber	sequencenumber	stimC	stimL	stimR	streamnumber	stimnameL	stimnameR	stimnameC	response	rt	correct	time_stimon	time_stimoff	stimdur
44693	100	0	2	left-right	0	0	4	-1	-1	5	0		stim006_animate_bird_2.png	NaN	0	0	0	30.7321884364937	30.8321890947409	0.100000658247154
44893	100	1	2	left-right	0	1	4	-1	11	-1	0	stim012_animate_face_4.png		NaN	0	0	0	30.9321926787379	31.0321987008792	0.100006022141315
45093	100	2	2	left-right	0	2	4	-1	-1	40	0		tree_5_lower	NaN	0	0	0	31.1321915572626	31.2322078193538	0.100016262091231
45293	100	3	2	left-right	0	3	4	-1	18	-1	0	stim019_inanimate_tree_3.png		NaN	0	0	0	31.3322294452228	31.4321684197057	0.0999389744829386
45493	100	4	2	left-right	0	4	4	-1	9	-1	0	stim010_animate_face_2.png		NaN	0	0	0	31.5322100379854	31.6322089896421	0.0999989516567439
45693	100	5	2	left-right	0	5	4	-1	-1	3	0		stim004_animate_fish_4.png	NaN	0	0	0	31.7322052593227	31.8322149385931	0.100009679270443
45893	100	6	2	left-right	0	6	4	-1	25	-1	0	fish_2_lower_it		NaN	0	0	0	31.9322109645	32.0322133293957	0.100002364895772
46093	100	7	2	left-right	0	7	4	-1	-1	7	0		stim008_animate_bird_4.png	NaN	0	0	0	32.1322276410647	32.2322248860146	0.0999972449499182
46293	100	8	2	left-right	0	8	4	-1	20	-1	0	stim021_inanimate_tools_1.png		NaN	0	0	0	32.3322292014491	32.4322140120785	0.0999848106293939
46493	100	9	2	left-right	0	9	4	-1	-1	11	0		stim012_animate_face_4.png	NaN	0	0	0	32.5322346627363	32.6322380029596	0.100003340223338
46693	100	10	2	left-right	0	10	4	-1	-1	15	0		stim016_inanimate_boats_4.png	NaN	0	0	0	32.7322435374372	32.8322381004691	0.0999945630319417
46893	100	11	2	left-right	0	11	4	-1	39	-1	0	boat_7_upper_it		NaN	0	0	0	32.9322438787785	33.0322452684632	0.100001389684621
47093	100	12	2	left-right	0	12	4	-1	3	-1	0	stim004_animate_fish_4.png		NaN	0	0	0	33.1322339801118	33.232418470725	0.100184490613174
47293	100	13	2	left-right	0	13	4	-1	-1	43	0		tree_8_upper_it	NaN	0	0	0	33.3322591899778	33.4322610673262	0.100001877348404
47493	100	14	2	left-right	0	14	4	-1	22	-1	0	stim023_inanimate_tools_3.png		NaN	0	0	0	33.5322590437136	33.6322636029217	0.100004559208173
47693	100	15	2	left-right	0	15	4	-1	-1	47	0		tool_9_upper_it	NaN	0	0	0	33.7322666993132	33.8322639442631	0.0999972449499182
47893	100	16	2	left-right	0	16	4	-1	-1	36	0		boat_4_lower	NaN	0	0	0	33.9322672844864	34.0322811084916	0.100013824005146
48093	100	17	2	left-right	0	17	4	-1	21	-1	0	stim022_inanimate_tools_2.png		NaN	0	0	0	34.1322707952932	34.2322899831343	0.100019187841099
48293	100	18	2	left-right	0	18	4	-1	24	-1	0	fish_1_lower		NaN	0	0	0	34.3322862528148	34.4322725263773	0.0999862735625356
48493	100	19	2	left-right	0	19	4	-1	-1	45	0		tool_7_lower_it	NaN	0	0	0	34.5322880570311	34.6322806695825	0.0999926125514321
48693	100	20	2	left-right	0	20	4	-1	-1	13	0		stim014_inanimate_boats_2.png	NaN	0	0	0	34.7322918117279	34.8322853994905	0.099993587762583
48893	100	21	2	left-right	0	21	4	-1	32	-1	0	face_3_lower		NaN	0	0	0	34.9323011739762	35.032299881801	0.0999987078248523
49093	100	22	2	left-right	0	22	4	-1	40	-1	0	tree_5_lower		NaN	0	0	0	35.1322783534415	35.2323036364396	0.100025282998104
49293	100	23	2	left-right	0	23	4	-1	-1	9	0		stim010_animate_face_2.png	NaN	0	0	0	35.3323147785268	35.4323129987461	0.0999982202192768
49493	100	24	2	left-right	0	24	4	-1	-1	24	0		fish_1_lower	NaN	0	0	0	35.532307561778	35.63231260865	0.100005046871956
49693	100	25	2	left-right	0	25	4	-1	23	-1	0	stim024_inanimate_tools_4.png		NaN	0	0	0	35.7323037583847	35.8323205080815	0.100016749696806
49893	100	26	2	left-right	0	26	4	-1	-1	2	0		stim003_animate_fish_3.png	NaN	0	0	0	35.9323284806451	36.0323174360674	0.0999889554223046
50093	100	27	2	left-right	0	27	4	-1	37	-1	0	boat_5_lower_it		NaN	0	0	0	36.1323310162406	36.2323321621516	0.100001145910937
50293	100	28	2	left-right	0	28	4	-1	2	-1	0	stim003_animate_fish_3.png		NaN	0	0	0	36.3323328204569	36.4323393301456	0.100006509688683
50493	100	29	2	left-right	0	29	4	-1	-1	30	0		bird_4_upper	NaN	0	0	0	36.5323304798803	36.6323399153189	0.100009435438551
50693	100	30	2	left-right	0	30	4	-1	29	-1	0	bird_3_lower_it		NaN	0	0	0	36.7323425240465	36.8323370871367	0.0999945630901493
50893	100	31	2	left-right	0	31	4	-1	-1	14	0		stim015_inanimate_boats_3.png	NaN	0	0	0	36.9323567625252	37.0323513256153	0.0999945630901493
51093	100	32	2	left-right	NaN	32	4	-1	-1	46	0		tool_8_upper	NaN	0	0	0	37.1323558848235	37.2323572745663	0.100001389742829
51293	100	33	2	left-right	0	33	4	-1	30	-1	0	bird_4_upper		NaN	0	0	0	37.3323674413841	37.4323680996895	0.100000658305362
51493	100	34	2	left-right	0	34	4	-1	-1	31	0		bird_5_upper_it	NaN	1	0.392272165510803	1	37.532368514163	37.6323538124561	0.099985298293177
51693	100	35	2	left-right	0	35	4	-1	6	-1	0	stim007_animate_bird_3.png		NaN	0	0	0	37.7323747069458	37.8323646375793	0.0999899306334555
51893	100	36	2	left-right	0	36	4	-1	-1	4	0		stim005_animate_bird_1.png	NaN	0	0	0	37.9323755358928	38.0323818018078	0.100006265914999
52093	100	37	2	left-right	0	37	4	-1	47	-1	0	tool_9_upper_it		NaN	0	0	0	38.1323870924534	38.2323889698018	0.100001877348404
52293	100	38	2	left-right	0	38	4	-1	-1	17	0		stim018_inanimate_tree_2.png	NaN	0	0	0	38.3323801194783	38.4323771206546	0.0999970011762343
52493	100	39	2	left-right	0	39	4	-1	36	-1	0	boat_4_lower		NaN	0	0	0	38.5323926513083	38.6323940409929	0.100001389684621
52693	100	40	2	left-right	0	40	4	-1	-1	39	0		boat_7_upper_it	NaN	0	0	0	38.7324017697829	38.8323936509551	0.0999918811721727
52893	100	41	2	left-right	0	41	4	-1	27	-1	0	fish_4_upper_it		NaN	0	0	0	38.9324047930422	39.0324069141643	0.100002121122088
53093	100	42	2	left-right	0	42	4	-1	38	-1	0	boat_6_upper		NaN	0	0	0	39.1324087915127	39.2324452897883	0.100036498275585
53293	100	43	2	left-right	0	43	4	-1	-1	1	0		stim002_animate_fish_2.png	NaN	0	0	0	39.3324171785498	39.4324129606248	0.0999957820749842
53493	100	44	2	left-right	0	44	4	-1	-1	6	0		stim007_animate_bird_3.png	NaN	0	0	0	39.5324187389342	39.6324150086148	0.0999962696805596
53693	100	45	2	left-right	NaN	45	4	-1	10	-1	0	stim011_animate_face_3.png		NaN	0	0	0	39.7324322459754	39.8324258337962	0.0999935878207907
53893	100	46	2	left-right	0	46	4	-1	-1	28	0		bird_2_lower	NaN	0	0	0	39.9324182025157	40.0324317827472	0.100013580231462
54093	100	47	2	left-right	0	47	4	-1	4	-1	0	stim005_animate_bird_1.png		NaN	0	0	0	40.1324282962596	40.2324404135579	0.10001211729832
54293	100	48	2	left-right	0	48	4	-1	-1	33	0		face_4_lower_it	NaN	1	0.492862598970532	1	40.3324442413868	40.43244002352	0.0999957821331918
54493	100	49	2	left-right	0	49	4	-1	26	-1	0	fish_3_upper		NaN	0	0	0	40.5324392188923	40.6324323191075	0.0999931002152152
54693	100	50	2	left-right	0	50	4	-1	-1	44	0		tool_6_lower	NaN	0	0	0	40.7324298078893	40.8324602108914	0.100030403002165
54893	100	51	2	left-right	0	51	4	-1	7	-1	0	stim008_animate_bird_4.png		NaN	0	0	0	40.9324586749426	41.0324586017523	0.0999999268096872
55093	100	52	2	left-right	0	52	4	-1	-1	38	0		boat_6_upper	NaN	0	0	0	41.1324638924561	41.2324640630977	0.100000170641579
55293	100	53	2	left-right	0	53	4	-1	42	-1	0	tree_7_upper		NaN	0	0	0	41.3324571633129	41.4324951244635	0.10003796115052
55493	100	54	2	left-right	0	54	4	-1	-1	19	0		stim020_inanimate_tree_4.png	NaN	0	0	0	41.5324738398776	41.6324742543511	0.10000041447347
55693	100	55	2	left-right	0	55	4	-1	1	-1	0	stim002_animate_fish_2.png		NaN	0	0	0	41.7324763754732	41.8327271823073	0.100250806834083
55893	100	56	2	left-right	0	56	4	-1	-1	42	0		tree_7_upper	NaN	0	0	0	41.9324896387407	42.032486396085	0.0999967573443428
56093	100	57	2	left-right	0	57	4	-1	35	-1	0	face_6_upper_it		NaN	0	0	0	42.1324890048127	42.2324886878487	0.0999996830360033
56293	100	58	2	left-right	0	58	4	-1	8	-1	0	stim009_animate_face_1.png		NaN	0	0	0	42.3324981232872	42.4324882977526	0.0999901744653471
56493	100	59	2	left-right	0	59	4	-1	-1	32	0		face_3_lower	NaN	0	0	0	42.532487493183	42.632499122934	0.100011629750952
56693	100	60	2	left-right	0	60	4	-1	-1	12	0		stim013_inanimate_boats_1.png	NaN	0	0	0	42.7325029507047	42.8325287213665	0.100025770661887
56893	100	61	2	left-right	0	61	4	-1	31	-1	0	bird_5_upper_it		NaN	0	0	0	42.9325025606086	43.0325129713165	0.10001041070791
57093	100	62	2	left-right	0	62	4	-1	-1	8	0		stim009_animate_face_1.png	NaN	0	0	0	43.1325138733955	43.2325064859469	0.0999926125514321
57293	100	63	2	left-right	0	63	4	-1	17	-1	0	stim018_inanimate_tree_2.png		NaN	0	0	0	43.3325246985187	43.4325226749061	0.0999979763873853
57493	100	64	2	left-right	0	64	4	-1	28	-1	0	bird_2_lower		NaN	0	0	0	43.5325262589031	43.6324715724331	0.0999453135300428
57693	100	65	2	left-right	0	65	4	-1	-1	23	0		stim024_inanimate_tools_4.png	NaN	0	0	0	43.7325244059321	43.8325296966359	0.100005290703848
57893	100	66	2	left-right	0	66	4	-1	-1	35	0		face_6_upper_it	NaN	0	0	0	43.9325408387231	44.032544666552	0.100003827828914
58094	100	67	2	left-right	0	67	4	-1	12	-1	0	stim013_inanimate_boats_1.png		NaN	0	0	0	44.1325484943227	44.232545251667	0.0999967573443428
58294	100	68	2	left-right	0	68	4	-1	-1	29	0		bird_3_lower_it	NaN	0	0	0	44.3325468851835	44.432549981575	0.100003096391447
58494	100	69	2	left-right	0	69	4	-1	33	-1	0	face_4_lower_it		NaN	0	0	0	44.5325560036581	44.6325464219553	0.0999904182972386
58694	100	70	2	left-right	0	70	4	-1	-1	10	0		stim011_animate_face_3.png	NaN	0	0	0	44.732560977398	44.8325545652187	0.0999935878207907
58894	100	71	2	left-right	0	71	4	-1	0	-1	0	stim001_animate_fish_1.png		NaN	0	0	0	44.9325652196421	45.0325585636892	0.0999933440471068
59094	100	72	2	left-right	0	72	4	-1	-1	34	0		face_5_upper	NaN	0	0	0	45.1325370352715	45.2325740212109	0.100036985939369
59294	100	73	2	left-right	0	73	4	-1	15	-1	0	stim016_inanimate_boats_4.png		NaN	0	0	0	45.3325768737704	45.4325782634551	0.100001389684621
59494	100	74	2	left-right	0	74	4	-1	-1	20	0		stim021_inanimate_tools_1.png	NaN	0	0	0	45.5325699007954	45.6325651952648	0.0999952944694087
59694	100	75	2	left-right	0	75	4	-1	14	-1	0	stim015_inanimate_boats_3.png		NaN	0	0	0	45.7325768250157	45.8325857727905	0.100008947774768
59894	100	76	2	left-right	NaN	76	4	-1	-1	25	0		fish_2_lower_it	NaN	0	0	0	45.9325817986974	46.0325914779678	0.100009679270443
60094	100	77	2	left-right	0	77	4	-1	5	-1	0	stim006_animate_bird_2.png		NaN	0	0	0	46.1325987190939	46.232580360258	0.0999816411640495
60294	100	78	2	left-right	0	78	4	-1	-1	26	0		fish_3_upper	NaN	1	0.392266557901166	1	46.3326110070921	46.4325960615533	0.0999850544612855
60494	100	79	2	left-right	0	79	4	-1	19	-1	0	stim020_inanimate_tree_4.png		NaN	0	0	0	46.5326050093863	46.6326078619459	0.100002852559555
60694	100	80	2	left-right	0	80	4	-1	-1	0	0		stim001_animate_fish_1.png	NaN	0	0	0	46.7326136402553	46.8326004013652	0.0999867611099035
60894	100	81	2	left-right	0	81	4	-1	34	-1	0	face_5_upper		NaN	0	0	0	46.9326176387258	47.0326009865385	0.0999833478126675
61094	100	82	2	left-right	0	82	4	-1	16	-1	0	stim017_inanimate_tree_1.png		NaN	0	0	0	47.1326238314505	47.2326183945406	0.0999945630901493
61294	100	83	2	left-right	0	83	4	-1	-1	41	0		tree_6_lower_it	NaN	0	0	0	47.3326049118768	47.4326292196638	0.100024307786953
61494	100	84	2	left-right	0	84	4	-1	43	-1	0	tree_8_upper_it		NaN	0	0	0	47.5326342665358	47.6326322429231	0.0999979763873853
61694	100	85	2	left-right	0	85	4	-1	-1	27	0		fish_4_upper_it	NaN	0	0	0	47.7326292440412	47.8326372166048	0.100007972563617
61894	100	86	2	left-right	0	86	4	-1	45	-1	0	tool_7_lower_it		NaN	0	0	0	47.9326481149183	48.0326499922085	0.100001877290197
62094	100	87	2	left-right	0	87	4	-1	-1	16	0		stim017_inanimate_tree_1.png	NaN	0	0	0	48.1326528448262	48.2326505773817	0.0999977325554937
62294	100	88	2	left-right	0	88	4	-1	13	-1	0	stim014_inanimate_boats_2.png		NaN	0	0	0	48.3326492852066	48.4326489682426	0.0999996830360033
62494	100	89	2	left-right	0	89	4	-1	-1	22	0		stim023_inanimate_tools_3.png	NaN	0	0	0	48.5326625484158	48.6326656448073	0.100003096391447
62694	100	90	2	left-right	0	90	4	-1	-1	18	0		stim019_inanimate_tree_3.png	NaN	0	0	0	48.7326675221557	48.8326381918741	0.0999706697184592
62894	100	91	2	left-right	0	91	4	-1	44	-1	0	tool_6_lower		NaN	0	0	0	48.9326717643999	49.0326694970136	0.0999977326137014
63094	100	92	2	left-right	0	92	4	-1	-1	21	0		stim022_inanimate_tools_2.png	NaN	0	0	0	49.1326747876592	49.2326754459646	0.100000658305362
63294	100	93	2	left-right	0	93	4	-1	41	-1	0	tree_6_lower_it		NaN	0	0	0	49.3326802490046	49.4326731053879	0.0999928563833237
63494	100	94	2	left-right	0	94	4	-1	-1	37	0		boat_5_lower_it	NaN	0	0	0	49.5326874169987	49.6326853933861	0.0999979763873853
63694	100	95	2	left-right	0	95	4	-1	46	-1	0	tool_8_upper		NaN	0	0	0	49.7326909278636	49.8326886604191	0.0999977325554937
63894	100	96	2	left-right	0	96	4	-1	-1	38	0		boat_6_upper	NaN	0	0	0	49.9326951701078	50.0326950969757	0.0999999268678948
64094	100	97	2	left-right	0	97	4	-1	42	-1	0	tree_7_upper		NaN	0	0	0	50.1327091648127	50.2327010459267	0.0999918811139651
64294	100	98	2	left-right	0	98	4	-1	-1	22	0		stim023_inanimate_tools_3.png	NaN	0	0	0	50.3327007289627	50.4327126024873	0.100011873524636
64494	100	99	2	left-right	NaN	99	4	-1	26	-1	0	fish_3_upper		NaN	0	0	0	50.5327044836595	50.6327180638327	0.100013580173254
64694	100	100	2	left-right	0	100	4	-1	39	-1	0	boat_7_upper_it		NaN	0	0	0	50.7327138459077	50.8326818337664	0.0999679878586903
64894	100	101	2	left-right	0	101	4	-1	-1	43	0		tree_8_upper_it	NaN	1	0.392293133132625	1	50.9327112615574	51.032721916039	0.100010654481594
65094	100	102	2	left-right	0	102	4	-1	46	-1	0	tool_8_upper		NaN	0	0	0	51.1327303762082	51.2327203068999	0.0999899306916632
65294	100	103	2	left-right	0	103	4	-1	-1	24	0		fish_1_lower	NaN	0	0	0	51.332732911862	51.4327250368078	0.0999921249458566
65494	100	104	2	left-right	0	104	4	-1	4	-1	0	stim005_animate_bird_1.png		NaN	0	0	0	51.5327247198438	51.632738543849	0.100013824005146
65694	100	105	2	left-right	0	105	4	-1	-1	28	0		bird_2_lower	NaN	0	0	0	51.7327445659321	51.8327359594405	0.0999913935083896
65894	100	106	2	left-right	0	106	4	-1	-1	41	0		tree_6_lower_it	NaN	0	0	0	51.9327119929949	52.0327348379069	0.100022844912019
66094	100	107	2	left-right	0	107	4	-1	2	-1	0	stim003_animate_fish_3.png		NaN	0	0	0	52.1327547571855	52.2327529773465	0.0999982201610692
66294	100	108	2	left-right	0	108	4	-1	31	-1	0	bird_5_upper_it		NaN	0	0	0	52.3327867937624	52.432766240614	0.0999794468516484
66494	100	109	2	left-right	0	109	4	-1	-1	44	0		tool_6_lower	NaN	0	0	0	52.5327598283766	52.6327665819554	0.100006753578782
66694	100	110	2	left-right	0	110	4	-1	13	-1	0	stim014_inanimate_boats_2.png		NaN	0	0	0	52.7327570001944	52.8327732622856	0.100016262091231
66894	100	111	2	left-right	0	111	4	-1	-1	7	0		stim008_animate_bird_4.png	NaN	0	0	0	52.9327807472437	53.0327816493809	0.100000902137253
67094	100	112	2	left-right	0	112	4	-1	-1	22	0		stim023_inanimate_tools_3.png	NaN	0	0	0	53.1327642657561	53.2327534649521	0.0999891991959885
67294	100	113	2	left-right	0	113	4	-1	32	-1	0	face_3_lower		NaN	0	0	0	53.332758755656	53.4327586825239	0.0999999268678948
67494	100	114	2	left-right	0	114	4	-1	41	-1	0	tree_6_lower_it		NaN	0	0	0	53.5327642170014	53.6327626809943	0.0999984639929608
67694	100	115	2	left-right	0	115	4	-1	-1	2	0		stim003_animate_fish_3.png	NaN	0	0	0	53.7327687030775	53.8327686299453	0.0999999268678948
67894	100	116	2	left-right	0	116	4	-1	-1	35	0		face_6_upper_it	NaN	0	0	0	53.932777821552	54.0327728721895	0.0999950506375171
68094	100	117	2	left-right	0	117	4	-1	46	-1	0	tool_8_upper		NaN	0	0	0	54.1327815761906	54.2328002764261	0.100018700235523
68294	100	118	2	left-right	0	118	4	-1	45	-1	0	tool_7_lower_it		NaN	0	0	0	54.3328350679949	54.432815246284	0.0999801782891154
68494	100	119	2	left-right	0	119	4	-1	-1	24	0		fish_1_lower	NaN	0	0	0	54.5328217560309	54.6328133933712	0.0999916373402812
68694	100	120	2	left-right	0	120	4	-1	-1	5	0		stim006_animate_bird_2.png	NaN	0	0	0	54.7328194154543	54.8328159289667	0.0999965135124512
68894	100	121	2	left-right	0	121	4	-1	39	-1	0	boat_7_upper_it		NaN	0	0	0	54.9328231700929	55.0328274855274	0.100004315434489
69094	100	122	2	left-right	0	122	4	-1	-1	31	0		bird_5_upper_it	NaN	0	0	0	55.1328322885674	55.2328288021381	0.0999965135706589
69294	100	123	2	left-right	0	123	4	-1	23	-1	0	stim024_inanimate_tools_4.png		NaN	0	0	0	55.3328418947058	55.4328262177296	0.0999843230238184
69494	100	124	2	left-right	NaN	124	4	-1	16	-1	0	stim017_inanimate_tree_1.png		NaN	0	0	0	55.5328446741332	55.6328472828609	0.100002608727664
69694	100	125	2	left-right	0	125	4	-1	-1	36	0		boat_4_lower	NaN	0	0	0	55.7328552554245	55.8328507937258	0.0999955383013003
69894	100	126	2	left-right	0	126	4	-1	16	-1	0	stim017_inanimate_tree_1.png		NaN	1	0.392287037917413	1	55.9328577910783	56.0328582055517	0.10000041447347
70094	100	127	2	left-right	0	127	4	-1	-1	30	0		bird_4_upper	NaN	0	0	0	56.1328632523655	56.2328641545027	0.100000902137253
70294	100	128	2	left-right	0	128	4	-1	-1	33	0		face_4_lower_it	NaN	0	0	0	56.3328682261053	56.4328691281844	0.100000902079046
70494	100	129	2	left-right	0	129	4	-1	29	-1	0	bird_3_lower_it		NaN	0	0	0	56.5328778321855	56.6328633743105	0.0999855421250686
70694	100	130	2	left-right	0	130	4	-1	-1	12	0		stim013_inanimate_boats_1.png	NaN	0	0	0	56.7328810992185	56.832886633696	0.100005534477532
70894	100	131	2	left-right	0	131	4	-1	6	-1	0	stim007_animate_bird_3.png		NaN	0	0	0	56.9328860729584	57.0328840493457	0.0999979763873853
71094	100	132	2	left-right	0	132	4	-1	-1	25	0		fish_2_lower_it	NaN	0	0	0	57.1328893399914	57.2328929239884	0.100003583997022
71294	100	133	2	left-right	0	133	4	-1	9	-1	0	stim010_animate_face_2.png		NaN	0	0	0	57.3328926070826	57.432884000591	0.0999913935083896
71494	100	134	2	left-right	0	134	4	-1	-1	42	0		tree_7_upper	NaN	0	0	0	57.5328851465019	57.6328858047491	0.100000658247154
71694	100	135	2	left-right	0	135	4	-1	9	-1	0	stim010_animate_face_2.png		NaN	0	0	0	57.7328984097112	57.8328800508752	0.0999816411640495
71894	100	136	2	left-right	0	136	4	-1	-1	15	0		stim016_inanimate_boats_4.png	NaN	0	0	0	57.9328841224778	58.0328903883928	0.100006265914999
72094	100	137	2	left-right	0	137	4	-1	21	-1	0	stim022_inanimate_tools_2.png		NaN	0	0	0	58.1328895838233	58.2329031639965	0.100013580173254
72294	100	138	2	left-right	0	138	4	-1	14	-1	0	stim015_inanimate_boats_3.png		NaN	0	0	0	58.3328962642117	58.4329022862948	0.100006022083107
72494	100	139	2	left-right	0	139	4	-1	-1	34	0		face_5_upper	NaN	0	0	0	58.5329061141238	58.6329036028474	0.0999974887236021
72694	100	140	2	left-right	0	140	4	-1	-1	10	0		stim011_animate_face_3.png	NaN	0	0	0	58.7329064554069	58.8329227175564	0.100016262149438
72894	100	141	2	left-right	0	141	4	-1	36	-1	0	boat_4_lower		NaN	0	0	0	58.9329155738815	59.0329113560147	0.0999957821331918
73094	100	142	2	left-right	0	142	4	-1	-1	28	0		bird_2_lower	NaN	0	0	0	59.1329173780978	59.2329282764113	0.100010898313485
73294	100	143	2	left-right	0	143	4	-1	7	-1	0	stim008_animate_bird_4.png		NaN	0	0	0	59.3329238146544	59.4329295929638	0.100005778309423
73494	100	144	2	left-right	0	144	4	-1	-1	34	0		face_5_upper	NaN	0	0	0	59.5329816950252	59.6329387114383	0.0999570164131001
73694	100	145	2	left-right	0	145	4	-1	35	-1	0	face_6_upper_it		NaN	0	0	0	59.7329681392293	59.8329590451322	0.0999909059028141
73894	100	146	2	left-right	0	146	4	-1	-1	19	0		stim020_inanimate_tree_4.png	NaN	0	0	0	59.9329645796097	60.0329647503095	0.100000170699786
74094	100	147	2	left-right	0	147	4	-1	13	-1	0	stim014_inanimate_boats_2.png		NaN	0	0	0	60.1329488295014	60.2329682611162	0.100019431614783
74294	100	148	2	left-right	0	148	4	-1	-1	18	0		stim019_inanimate_tree_3.png	NaN	0	0	0	60.3329803784727	60.4329761605477	0.0999957820749842
74494	100	149	2	left-right	0	149	4	-1	47	-1	0	tool_9_upper_it		NaN	0	0	0	60.5329765750212	60.6329821094987	0.100005534477532
74694	100	150	2	left-right	0	150	4	-1	-1	3	0		stim004_animate_fish_4.png	NaN	0	0	0	60.7329832554096	60.8329563632142	0.0999731078045443
74894	100	151	2	left-right	0	151	4	-1	37	-1	0	boat_5_lower_it		NaN	0	0	0	60.9329952996341	61.0329908378772	0.0999955382430926
75094	100	152	2	left-right	NaN	152	4	-1	-1	0	0		stim001_animate_fish_1.png	NaN	0	0	0	61.1329990542727	61.2330094649224	0.100010410649702
75294	100	153	2	left-right	0	153	4	-1	40	-1	0	tree_5_lower		NaN	0	0	0	61.3329976889654	61.4330012729624	0.100003583997022
75494	100	154	2	left-right	0	154	4	-1	20	-1	0	stim021_inanimate_tools_1.png		NaN	1	0.392316051234957	1	61.5330077826511	61.6329935685499	0.0999857858987525
75694	100	155	2	left-right	0	155	4	-1	-1	27	0		fish_4_upper_it	NaN	0	0	0	61.7330169011257	61.8329978108522	0.0999809097265825
75894	100	156	2	left-right	0	156	4	-1	-1	47	0		tool_9_upper_it	NaN	0	0	0	61.933023825346	62.033016925503	0.0999931001570076
76094	100	157	2	left-right	0	157	4	-1	33	-1	0	face_4_lower_it		NaN	0	0	0	62.1330224599806	62.2330092211487	0.0999867611681111
76294	100	158	2	left-right	0	158	4	-1	-1	19	0		stim020_inanimate_tree_4.png	NaN	0	0	0	62.3330276774941	62.4329703091644	0.0999426316702738
76494	100	159	2	left-right	0	159	4	-1	18	-1	0	stim019_inanimate_tree_3.png		NaN	0	0	0	62.5330182664911	62.6330357476254	0.100017481134273
76694	100	160	2	left-right	0	160	4	-1	45	-1	0	tool_7_lower_it		NaN	0	0	0	62.7330395753961	62.8330607137177	0.100021138321608
76894	100	161	2	left-right	0	161	4	-1	-1	8	0		stim009_animate_face_1.png	NaN	0	0	0	62.933043086261	63.0330181445461	0.0999750582850538
77094	100	162	2	left-right	0	162	4	-1	-1	10	0		stim011_animate_face_3.png	NaN	0	0	0	63.1330497666495	63.2330372592551	0.0999874926055782
77294	100	163	2	left-right	0	163	4	-1	23	-1	0	stim024_inanimate_tools_4.png		NaN	0	0	0	63.3330571784754	63.4330575929489	0.10000041447347
77494	100	164	2	left-right	0	164	4	-1	-1	17	0		stim018_inanimate_tree_2.png	NaN	0	0	0	63.5330584950279	63.6330503762001	0.0999918811721727
77694	100	165	2	left-right	0	165	4	-1	11	-1	0	stim012_animate_face_4.png		NaN	0	0	0	63.733072245901	63.833553452685	0.100481206784025
77894	100	166	2	left-right	0	166	4	-1	-1	29	0		bird_3_lower_it	NaN	0	0	0	63.9330711243674	64.033071295009	0.100000170641579
78094	100	167	2	left-right	0	167	4	-1	43	-1	0	tree_8_upper_it		NaN	0	0	0	64.1330514732981	64.233061884006	0.10001041070791
78294	100	168	2	left-right	0	168	4	-1	-1	15	0		stim016_inanimate_boats_4.png	NaN	0	0	0	64.3330837537069	64.4330802672193	0.0999965135124512
78494	100	169	2	left-right	0	169	4	-1	38	-1	0	boat_6_upper		NaN	0	0	0	64.5330480112461	64.6330845095217	0.100036498275585
78694	100	170	2	left-right	0	170	4	-1	-1	6	0		stim007_animate_bird_3.png	NaN	0	0	0	64.733091506816	64.833078511816	0.0999870050000027
78894	100	171	2	left-right	0	171	4	-1	40	-1	0	tree_5_lower		NaN	0	0	0	64.9330713681993	65.0330720264465	0.100000658247154
79094	100	172	2	left-right	0	172	4	-1	-1	12	0		stim013_inanimate_boats_1.png	NaN	0	0	0	65.1330760981073	65.2330794382724	0.100003340165131
79294	100	173	2	left-right	0	173	4	-1	30	-1	0	bird_4_upper		NaN	0	0	0	65.3330839974806	65.4330829491373	0.0999989516567439
79494	100	174	2	left-right	0	174	4	-1	-1	3	0		stim004_animate_fish_4.png	NaN	0	0	0	65.5330879960093	65.6331327838125	0.100044787803199
79694	100	175	2	left-right	0	175	4	-1	5	-1	0	stim006_animate_bird_2.png		NaN	0	0	0	65.7331095487461	65.8331019175239	0.0999923687777482
79894	100	176	2	left-right	0	176	4	-1	-1	32	0		face_3_lower	NaN	0	0	0	65.9331084272126	66.0331532150158	0.100044787803199
80094	100	177	2	left-right	0	177	4	-1	0	-1	0	stim001_animate_fish_1.png		NaN	0	0	0	66.1331199837732	66.2331155220745	0.0999955383013003
80294	100	178	2	left-right	0	178	4	-1	37	-1	0	boat_5_lower_it		NaN	0	0	0	66.3331271517673	66.4331070862827	0.0999799345154315
80494	100	179	2	left-right	0	179	4	-1	-1	17	0		stim018_inanimate_tree_2.png	NaN	0	0	0	66.5331131083658	66.6331252257223	0.100012117356528
80694	100	180	2	left-right	0	180	4	-1	1	-1	0	stim002_animate_fish_2.png		NaN	0	0	0	66.7331288097193	66.8331309308414	0.100002121122088
80894	100	181	2	left-right	0	181	4	-1	-1	11	0		stim012_animate_face_4.png	NaN	0	0	0	66.933136465319	67.0331356607494	0.0999991954304278
81094	100	182	2	left-right	0	182	4	-1	4	-1	0	stim005_animate_bird_1.png		NaN	0	0	0	67.133143633313	67.2331550192321	0.100011385919061
81294	100	183	2	left-right	0	183	4	-1	-1	1	0		stim002_animate_fish_2.png	NaN	0	0	0	67.3331347098574	67.4331319548073	0.0999972449499182
