eventnumber,condition,conditionlabel,istarget,presentationnumber,sequencenumber,stimC,stimL,stimR,streamnumber,stimnameL,stimnameR,stimnameC,response,rt,correct,time_stimon,time_stimoff,stimdur
0,2,left-right,0,0,4,-1,-1,5,0,,stim006_animate_bird_2.png,,0.0,0.0,0.0,30.732188436493743,30.832189094740897,0.1000006582471542
1,2,left-right,0,1,4,-1,11,-1,0,stim012_animate_face_4.png,,,0.0,0.0,0.0,30.93219267873792,31.032198700879235,0.10000602214131504
2,2,left-right,0,2,4,-1,-1,40,0,,tree_5_lower,,0.0,0.0,0.0,31.13219155726256,31.23220781935379,0.1000162620912306
3,2,left-right,0,3,4,-1,18,-1,0,stim019_inanimate_tree_3.png,,,0.0,0.0,0.0,31.332229445222765,31.432168419705704,0.09993897448293865
4,2,left-right,0,4,4,-1,9,-1,0,stim010_animate_face_2.png,,,0.0,0.0,0.0,31.53221003798535,31.632208989642095,0.09999895165674388
5,2,left-right,0,5,4,-1,-1,3,0,,stim004_animate_fish_4.png,,0.0,0.0,0.0,31.732205259322654,31.832214938593097,0.10000967927044258
6,2,left-right,0,6,4,-1,25,-1,0,fish_2_lower_it,,,0.0,0.0,0.0,31.932210964499973,32.032213329395745,0.10000236489577219
7,2,left-right,0,7,4,-1,-1,7,0,,stim008_animate_bird_4.png,,0.0,0.0,0.0,32.132227641064674,32.23222488601459,0.09999724494991824
8,2,left-right,0,8,4,-1,20,-1,0,stim021_inanimate_tools_1.png,,,0.0,0.0,0.0,32.33222920144908,32.432214012078475,0.0999848106293939
9,2,left-right,0,9,4,-1,-1,11,0,,stim012_animate_face_4.png,,0.0,0.0,0.0,32.5322346627363,32.63223800295964,0.10000334022333845
10,2,left-right,0,10,4,-1,-1,15,0,,stim016_inanimate_boats_4.png,,0.0,0.0,0.0,32.73224353743717,32.83223810046911,0.09999456303194165
11,2,left-right,0,11,4,-1,39,-1,0,boat_7_upper_it,,,0.0,0.0,0.0,32.932243878778536,33.03224526846316,0.10000138968462124
12,2,left-right,0,12,4,-1,3,-1,0,stim004_animate_fish_4.png,,,0.0,0.0,0.0,33.13223398011178,33.23241847072495,0.1001844906131737
13,2,left-right,0,13,4,-1,-1,43,0,,tree_8_upper_it,,0.0,0.0,0.0,33.332259189977776,33.43226106732618,0.10000187734840438
14,2,left-right,0,14,4,-1,22,-1,0,stim023_inanimate_tools_3.png,,,0.0,0.0,0.0,33.532259043713566,33.63226360292174,0.1000045592081733
15,2,left-right,0,15,4,-1,-1,47,0,,tool_9_upper_it,,0.0,0.0,0.0,33.732266699313186,33.832263944263104,0.09999724494991824
16,2,left-right,0,16,4,-1,-1,36,0,,boat_4_lower,,0.0,0.0,0.0,33.93226728448644,34.03228110849159,0.10001382400514558
17,2,left-right,0,17,4,-1,21,-1,0,stim022_inanimate_tools_2.png,,,0.0,0.0,0.0,34.13227079529315,34.23228998313425,0.10001918784109876
18,2,left-right,0,18,4,-1,24,-1,0,fish_1_lower,,,0.0,0.0,0.0,34.33228625281481,34.432272526377346,0.09998627356253564
19,2,left-right,0,19,4,-1,-1,45,0,,tool_7_lower_it,,0.0,0.0,0.0,34.53228805703111,34.63228066958254,0.0999926125514321
20,2,left-right,0,20,4,-1,-1,13,0,,stim014_inanimate_boats_2.png,,0.0,0.0,0.0,34.73229181172792,34.8322853994905,0.09999358776258305
21,2,left-right,0,21,4,-1,32,-1,0,face_3_lower,,,0.0,0.0,0.0,34.93230117397616,35.03229988180101,0.09999870782485232
22,2,left-right,0,22,4,-1,40,-1,0,tree_5_lower,,,0.0,0.0,0.0,35.13227835344151,35.23230363643961,0.10002528299810365
23,2,left-right,0,23,4,-1,-1,9,0,,stim010_animate_face_2.png,,0.0,0.0,0.0,35.33231477852678,35.432312998746056,0.09999822021927685
24,2,left-right,0,24,4,-1,-1,24,0,,fish_1_lower,,0.0,0.0,0.0,35.532307561778,35.632312608649954,0.10000504687195644
25,2,left-right,0,25,4,-1,23,-1,0,stim024_inanimate_tools_4.png,,,0.0,0.0,0.0,35.73230375838466,35.832320508081466,0.10001674969680607
26,2,left-right,0,26,4,-1,-1,2,0,,stim003_animate_fish_3.png,,0.0,0.0,0.0,35.93232848064508,36.03231743606739,0.09998895542230457
27,2,left-right,0,27,4,-1,37,-1,0,boat_5_lower_it,,,0.0,0.0,0.0,36.13233101624064,36.23233216215158,0.10000114591093734
28,2,left-right,0,28,4,-1,2,-1,0,stim003_animate_fish_3.png,,,0.0,0.0,0.0,36.33233282045694,36.43233933014562,0.10000650968868285
29,2,left-right,0,29,4,-1,-1,30,0,,bird_4_upper,,0.0,0.0,0.0,36.53233047988033,36.63233991531888,0.10000943543855101
30,2,left-right,0,30,4,-1,29,-1,0,bird_3_lower_it,,,0.0,0.0,0.0,36.732342524046544,36.83233708713669,0.09999456309014931
31,2,left-right,0,31,4,-1,-1,14,0,,stim015_inanimate_boats_3.png,,0.0,0.0,0.0,36.93235676252516,37.03235132561531,0.09999456309014931
32,2,left-right,L,32,4,-1,-1,46,0,,tool_8_upper,,0.0,0.0,0.0,37.13235588482348,37.23235727456631,0.1000013897428289
33,2,left-right,0,33,4,-1,30,-1,0,bird_4_upper,,,0.0,0.0,0.0,37.33236744138412,37.432368099689484,0.10000065830536187
34,2,left-right,0,34,4,-1,-1,31,0,,bird_5_upper_it,,1.0,0.39227216551080346,1.0,37.532368514162954,37.63235381245613,0.09998529829317704
35,2,left-right,0,35,4,-1,6,-1,0,stim007_animate_bird_3.png,,,0.0,0.0,0.0,37.73237470694585,37.8323646375793,0.09998993063345551
36,2,left-right,0,36,4,-1,-1,4,0,,stim005_animate_bird_1.png,,0.0,0.0,0.0,37.93237553589279,38.03238180180779,0.10000626591499895
37,2,left-right,0,37,4,-1,47,-1,0,tool_9_upper_it,,,0.0,0.0,0.0,38.13238709245343,38.23238896980183,0.10000187734840438
38,2,left-right,0,38,4,-1,-1,17,0,,stim018_inanimate_tree_2.png,,0.0,0.0,0.0,38.33238011947833,38.432377120654564,0.09999700117623433
39,2,left-right,0,39,4,-1,36,-1,0,boat_4_lower,,,0.0,0.0,0.0,38.53239265130833,38.63239404099295,0.10000138968462124
40,2,left-right,0,40,4,-1,-1,39,0,,boat_7_upper_it,,0.0,0.0,0.0,38.73240176978288,38.832393650955055,0.09999188117217273
41,2,left-right,0,41,4,-1,27,-1,0,fish_4_upper_it,,,0.0,0.0,0.0,38.932404793042224,39.03240691416431,0.10000212112208828
42,2,left-right,0,42,4,-1,38,-1,0,boat_6_upper,,,0.0,0.0,0.0,39.13240879151272,39.2324452897883,0.10003649827558547
43,2,left-right,0,43,4,-1,-1,1,0,,stim002_animate_fish_2.png,,0.0,0.0,0.0,39.332417178549804,39.43241296062479,0.09999578207498416
44,2,left-right,0,44,4,-1,-1,6,0,,stim007_animate_bird_3.png,,0.0,0.0,0.0,39.53241873893421,39.63241500861477,0.09999626968055964
45,2,left-right,R,45,4,-1,10,-1,0,stim011_animate_face_3.png,,,0.0,0.0,0.0,39.73243224597536,39.83242583379615,0.09999358782079071
46,2,left-right,0,46,4,-1,-1,28,0,,bird_2_lower,,0.0,0.0,0.0,39.93241820251569,40.03243178274715,0.10001358023146167
47,2,left-right,0,47,4,-1,4,-1,0,stim005_animate_bird_1.png,,,0.0,0.0,0.0,40.132428296259604,40.232440413557924,0.10001211729831994
48,2,left-right,0,48,4,-1,-1,33,0,,face_4_lower_it,,1.0,0.4928625989705324,1.0,40.33244424138684,40.43244002352003,0.09999578213319182
49,2,left-right,0,49,4,-1,26,-1,0,fish_3_upper,,,0.0,0.0,0.0,40.53243921889225,40.632432319107465,0.09999310021521524
50,2,left-right,0,50,4,-1,-1,44,0,,tool_6_lower,,0.0,0.0,0.0,40.732429807889275,40.83246021089144,0.10003040300216526
51,2,left-right,0,51,4,-1,7,-1,0,stim008_animate_bird_4.png,,,0.0,0.0,0.0,40.93245867494261,41.032458601752296,0.09999992680968717
52,2,left-right,0,52,4,-1,-1,38,0,,boat_6_upper,,0.0,0.0,0.0,41.132463892456144,41.23246406309772,0.10000017064157873
53,2,left-right,0,53,4,-1,42,-1,0,tree_7_upper,,,0.0,0.0,0.0,41.33245716331294,41.43249512446346,0.10003796115051955
54,2,left-right,0,54,4,-1,-1,19,0,,stim020_inanimate_tree_4.png,,0.0,0.0,0.0,41.53247383987764,41.63247425435111,0.1000004144734703
55,2,left-right,0,55,4,-1,1,-1,0,stim002_animate_fish_2.png,,,0.0,0.0,0.0,41.7324763754732,41.83272718230728,0.10025080683408305
56,2,left-right,0,56,4,-1,-1,42,0,,tree_7_upper,,0.0,0.0,0.0,41.93248963874066,42.032486396085005,0.09999675734434277
57,2,left-right,0,57,4,-1,35,-1,0,face_6_upper_it,,,0.0,0.0,0.0,42.13248900481267,42.23248868784867,0.09999968303600326
58,2,left-right,0,58,4,-1,8,-1,0,stim009_animate_face_1.png,,,0.0,0.0,0.0,42.33249812328722,42.43248829775257,0.09999017446534708
59,2,left-right,0,59,4,-1,-1,32,0,,face_3_lower,,0.0,0.0,0.0,42.532487493183,42.63249912293395,0.10001162975095212
60,2,left-right,0,60,4,-1,-1,12,0,,stim013_inanimate_boats_1.png,,0.0,0.0,0.0,42.73250295070466,42.83252872136654,0.10002577066188678
61,2,left-right,0,61,4,-1,31,-1,0,bird_5_upper_it,,,0.0,0.0,0.0,42.932502560608555,43.032512971316464,0.10001041070790961
62,2,left-right,0,62,4,-1,-1,8,0,,stim009_animate_face_1.png,,0.0,0.0,0.0,43.13251387339551,43.23250648594694,0.0999926125514321
63,2,left-right,0,63,4,-1,17,-1,0,stim018_inanimate_tree_2.png,,,0.0,0.0,0.0,43.33252469851868,43.43252267490607,0.09999797638738528
64,2,left-right,0,64,4,-1,28,-1,0,bird_2_lower,,,0.0,0.0,0.0,43.53252625890309,43.63247157243313,0.09994531353004277
65,2,left-right,0,65,4,-1,-1,23,0,,stim024_inanimate_tools_4.png,,0.0,0.0,0.0,43.732524405932054,43.8325296966359,0.100005290703848
66,2,left-right,0,66,4,-1,-1,35,0,,face_6_upper_it,,0.0,0.0,0.0,43.93254083872307,44.032544666551985,0.10000382782891393
67,2,left-right,0,67,4,-1,12,-1,0,stim013_inanimate_boats_1.png,,,0.0,0.0,0.0,44.13254849432269,44.232545251667034,0.09999675734434277
68,2,left-right,0,68,4,-1,-1,29,0,,bird_3_lower_it,,0.0,0.0,0.0,44.33254688518355,44.432549981574994,0.10000309639144689
69,2,left-right,0,69,4,-1,33,-1,0,face_4_lower_it,,,0.0,0.0,0.0,44.5325560036581,44.63254642195534,0.09999041829723865
70,2,left-right,0,70,4,-1,-1,10,0,,stim011_animate_face_3.png,,0.0,0.0,0.0,44.73256097739795,44.83255456521874,0.09999358782079071
71,2,left-right,0,71,4,-1,0,-1,0,stim001_animate_fish_1.png,,,0.0,0.0,0.0,44.93256521964213,45.032558563689236,0.0999933440471068
72,2,left-right,0,72,4,-1,-1,34,0,,face_5_upper,,0.0,0.0,0.0,45.132537035271525,45.232574021210894,0.1000369859393686
73,2,left-right,0,73,4,-1,15,-1,0,stim016_inanimate_boats_4.png,,,0.0,0.0,0.0,45.33257687377045,45.43257826345507,0.10000138968462124
74,2,left-right,0,74,4,-1,-1,20,0,,stim021_inanimate_tools_1.png,,0.0,0.0,0.0,45.53256990079535,45.63256519526476,0.09999529446940869
75,2,left-right,0,75,4,-1,14,-1,0,stim015_inanimate_boats_3.png,,,0.0,0.0,0.0,45.73257682501571,45.83258577279048,0.10000894777476788
76,2,left-right,C,76,4,-1,-1,25,0,,fish_2_lower_it,,0.0,0.0,0.0,45.932581798697356,46.0325914779678,0.10000967927044258
77,2,left-right,0,77,4,-1,5,-1,0,stim006_animate_bird_2.png,,,0.0,0.0,0.0,46.13259871909395,46.232580360258,0.0999816411640495
78,2,left-right,0,78,4,-1,-1,26,0,,fish_3_upper,,1.0,0.3922665579011664,1.0,46.332611007092055,46.43259606155334,0.09998505446128547
79,2,left-right,0,79,4,-1,19,-1,0,stim020_inanimate_tree_4.png,,,0.0,0.0,0.0,46.532605009386316,46.63260786194587,0.10000285255955532
80,2,left-right,0,80,4,-1,-1,0,0,,stim001_animate_fish_1.png,,0.0,0.0,0.0,46.732613640255295,46.8326004013652,0.09998676110990345
81,2,left-right,0,81,4,-1,34,-1,0,face_5_upper,,,0.0,0.0,0.0,46.93261763872579,47.032600986538455,0.09998334781266749
82,2,left-right,0,82,4,-1,16,-1,0,stim017_inanimate_tree_1.png,,,0.0,0.0,0.0,47.13262383145047,47.23261839454062,0.09999456309014931
83,2,left-right,0,83,4,-1,-1,41,0,,tree_6_lower_it,,0.0,0.0,0.0,47.33260491187684,47.432629219663795,0.1000243077869527
84,2,left-right,0,84,4,-1,43,-1,0,tree_8_upper_it,,,0.0,0.0,0.0,47.53263426653575,47.63263224292314,0.09999797638738528
85,2,left-right,0,85,4,-1,-1,27,0,,fish_4_upper_it,,0.0,0.0,0.0,47.73262924404116,47.83263721660478,0.10000797256361693
86,2,left-right,0,86,4,-1,45,-1,0,tool_7_lower_it,,,0.0,0.0,0.0,47.932648114918265,48.03264999220846,0.10000187729019672
87,2,left-right,0,87,4,-1,-1,16,0,,stim017_inanimate_tree_1.png,,0.0,0.0,0.0,48.132652844826225,48.23265057738172,0.09999773255549371
88,2,left-right,0,88,4,-1,13,-1,0,stim014_inanimate_boats_2.png,,,0.0,0.0,0.0,48.33264928520657,48.432648968242574,0.09999968303600326
89,2,left-right,0,89,4,-1,-1,22,0,,stim023_inanimate_tools_3.png,,0.0,0.0,0.0,48.53266254841583,48.632665644807275,0.10000309639144689
90,2,left-right,0,90,4,-1,-1,18,0,,stim019_inanimate_tree_3.png,,0.0,0.0,0.0,48.73266752215568,48.83263819187414,0.09997066971845925
91,2,left-right,0,91,4,-1,44,-1,0,tool_6_lower,,,0.0,0.0,0.0,48.932671764399856,49.03266949701356,0.09999773261370137
92,2,left-right,0,92,4,-1,-1,21,0,,stim022_inanimate_tools_2.png,,0.0,0.0,0.0,49.1326747876592,49.23267544596456,0.10000065830536187
93,2,left-right,0,93,4,-1,41,-1,0,tree_6_lower_it,,,0.0,0.0,0.0,49.332680249004625,49.43267310538795,0.09999285638332367
94,2,left-right,0,94,4,-1,-1,37,0,,boat_5_lower_it,,0.0,0.0,0.0,49.53268741699867,49.632685393386055,0.09999797638738528
95,2,left-right,0,95,4,-1,46,-1,0,tool_8_upper,,,0.0,0.0,0.0,49.73269092786359,49.83268866041908,0.09999773255549371
96,2,left-right,0,96,4,-1,-1,38,0,,boat_6_upper,,0.0,0.0,0.0,49.93269517010776,50.03269509697566,0.09999992686789483
97,2,left-right,0,97,4,-1,42,-1,0,tree_7_upper,,,0.0,0.0,0.0,50.132709164812695,50.23270104592666,0.09999188111396506
98,2,left-right,0,98,4,-1,-1,22,0,,stim023_inanimate_tools_3.png,,0.0,0.0,0.0,50.332700728962664,50.4327126024873,0.10001187352463603
99,2,left-right,L,99,4,-1,26,-1,0,fish_3_upper,,,0.0,0.0,0.0,50.53270448365947,50.632718063832726,0.10001358017325401
100,2,left-right,0,100,4,-1,39,-1,0,boat_7_upper_it,,,0.0,0.0,0.0,50.73271384590771,50.8326818337664,0.09996798785869032
101,2,left-right,0,101,4,-1,-1,43,0,,tree_8_upper_it,,1.0,0.39229313313262537,1.0,50.932711261557415,51.03272191603901,0.10001065448159352
102,2,left-right,0,102,4,-1,46,-1,0,tool_8_upper,,,0.0,0.0,0.0,51.1327303762082,51.232720306899864,0.09998993069166318
103,2,left-right,0,103,4,-1,-1,24,0,,fish_1_lower,,0.0,0.0,0.0,51.33273291186197,51.432725036807824,0.09999212494585663
104,2,left-right,0,104,4,-1,4,-1,0,stim005_animate_bird_1.png,,,0.0,0.0,0.0,51.53272471984383,51.63273854384897,0.10001382400514558
105,2,left-right,0,105,4,-1,-1,28,0,,bird_2_lower,,0.0,0.0,0.0,51.73274456593208,51.83273595944047,0.09999139350838959
106,2,left-right,0,106,4,-1,-1,41,0,,tree_6_lower_it,,0.0,0.0,0.0,51.93271199299488,52.0327348379069,0.10002284491201863
107,2,left-right,0,107,4,-1,2,-1,0,stim003_animate_fish_3.png,,,0.0,0.0,0.0,52.13275475718547,52.232752977346536,0.09999822016106918
108,2,left-right,0,108,4,-1,31,-1,0,bird_5_upper_it,,,0.0,0.0,0.0,52.33278679376235,52.432766240614,0.09997944685164839
109,2,left-right,0,109,4,-1,-1,44,0,,tool_6_lower,,0.0,0.0,0.0,52.532759828376584,52.632766581955366,0.10000675357878208
110,2,left-right,0,110,4,-1,13,-1,0,stim014_inanimate_boats_2.png,,,0.0,0.0,0.0,52.7327570001944,52.83277326228563,0.1000162620912306
111,2,left-right,0,111,4,-1,-1,7,0,,stim008_animate_bird_4.png,,0.0,0.0,0.0,52.93278074724367,53.03278164938092,0.10000090213725343
112,2,left-right,0,112,4,-1,-1,22,0,,stim023_inanimate_tools_3.png,,0.0,0.0,0.0,53.13276426575612,53.23275346495211,0.09998919919598848
113,2,left-right,0,113,4,-1,32,-1,0,face_3_lower,,,0.0,0.0,0.0,53.33275875565596,53.432758682523854,0.09999992686789483
114,2,left-right,0,114,4,-1,41,-1,0,tree_6_lower_it,,,0.0,0.0,0.0,53.532764217001386,53.63276268099435,0.09999846399296075
115,2,left-right,0,115,4,-1,-1,2,0,,stim003_animate_fish_3.png,,0.0,0.0,0.0,53.732768703077454,53.83276862994535,0.09999992686789483
116,2,left-right,0,116,4,-1,-1,35,0,,face_6_upper_it,,0.0,0.0,0.0,53.93277782155201,54.032772872189526,0.09999505063751712
117,2,left-right,0,117,4,-1,46,-1,0,tool_8_upper,,,0.0,0.0,0.0,54.13278157619061,54.23280027642613,0.10001870023552328
118,2,left-right,0,118,4,-1,45,-1,0,tool_7_lower_it,,,0.0,0.0,0.0,54.33283506799489,54.43281524628401,0.09998017828911543
119,2,left-right,0,119,4,-1,-1,24,0,,fish_1_lower,,0.0,0.0,0.0,54.5328217560309,54.63281339337118,0.09999163734028116
120,2,left-right,0,120,4,-1,-1,5,0,,stim006_animate_bird_2.png,,0.0,0.0,0.0,54.73281941545429,54.83281592896674,0.0999965135124512
121,2,left-right,0,121,4,-1,39,-1,0,boat_7_upper_it,,,0.0,0.0,0.0,54.93282317009289,55.03282748552738,0.1000043154344894
122,2,left-right,0,122,4,-1,-1,31,0,,bird_5_upper_it,,0.0,0.0,0.0,55.13283228856744,55.2328288021381,0.09999651357065886
123,2,left-right,0,123,4,-1,23,-1,0,stim024_inanimate_tools_4.png,,,0.0,0.0,0.0,55.33284189470578,55.4328262177296,0.09998432302381843
124,2,left-right,L,124,4,-1,16,-1,0,stim017_inanimate_tree_1.png,,,0.0,0.0,0.0,55.53284467413323,55.632847282860894,0.10000260872766376
125,2,left-right,0,125,4,-1,-1,36,0,,boat_4_lower,,0.0,0.0,0.0,55.73285525542451,55.83285079372581,0.09999553830130026
126,2,left-right,0,126,4,-1,16,-1,0,stim017_inanimate_tree_1.png,,,1.0,0.3922870379174128,1.0,55.93285779107828,56.03285820555175,0.1000004144734703
127,2,left-right,0,127,4,-1,-1,30,0,,bird_4_upper,,0.0,0.0,0.0,56.132863252365496,56.23286415450275,0.10000090213725343
128,2,left-right,0,128,4,-1,-1,33,0,,face_4_lower_it,,0.0,0.0,0.0,56.33286822610535,56.43286912818439,0.10000090207904577
129,2,left-right,0,129,4,-1,29,-1,0,bird_3_lower_it,,,0.0,0.0,0.0,56.53287783218548,56.632863374310546,0.0999855421250686
130,2,left-right,0,130,4,-1,-1,12,0,,stim013_inanimate_boats_1.png,,0.0,0.0,0.0,56.7328810992185,56.832886633696035,0.10000553447753191
131,2,left-right,0,131,4,-1,6,-1,0,stim007_animate_bird_3.png,,,0.0,0.0,0.0,56.932886072958354,57.03288404934574,0.09999797638738528
132,2,left-right,0,132,4,-1,-1,25,0,,fish_2_lower_it,,0.0,0.0,0.0,57.13288933999138,57.2328929239884,0.10000358399702236
133,2,left-right,0,133,4,-1,9,-1,0,stim010_animate_face_2.png,,,0.0,0.0,0.0,57.33289260708261,57.432884000591,0.09999139350838959
134,2,left-right,0,134,4,-1,-1,42,0,,tree_7_upper,,0.0,0.0,0.0,57.53288514650194,57.632885804749094,0.1000006582471542
135,2,left-right,0,135,4,-1,9,-1,0,stim010_animate_face_2.png,,,0.0,0.0,0.0,57.7328984097112,57.83288005087525,0.0999816411640495
136,2,left-right,0,136,4,-1,-1,15,0,,stim016_inanimate_boats_4.png,,0.0,0.0,0.0,57.932884122477844,58.03289038839284,0.10000626591499895
137,2,left-right,0,137,4,-1,21,-1,0,stim022_inanimate_tools_2.png,,,0.0,0.0,0.0,58.13288958382327,58.232903163996525,0.10001358017325401
138,2,left-right,0,138,4,-1,14,-1,0,stim015_inanimate_boats_3.png,,,0.0,0.0,0.0,58.33289626421174,58.43290228629485,0.10000602208310738
139,2,left-right,0,139,4,-1,-1,34,0,,face_5_upper,,0.0,0.0,0.0,58.53290611412376,58.632903602847364,0.09999748872360215
140,2,left-right,0,140,4,-1,-1,10,0,,stim011_animate_face_3.png,,0.0,0.0,0.0,58.73290645540692,58.83292271755636,0.10001626214943826
141,2,left-right,0,141,4,-1,36,-1,0,boat_4_lower,,,0.0,0.0,0.0,58.93291557388147,59.032911356014665,0.09999578213319182
142,2,left-right,0,142,4,-1,-1,28,0,,bird_2_lower,,0.0,0.0,0.0,59.13291737809777,59.23292827641126,0.10001089831348509
143,2,left-right,0,143,4,-1,7,-1,0,stim008_animate_bird_4.png,,,0.0,0.0,0.0,59.33292381465435,59.432929592963774,0.10000577830942348
144,2,left-right,0,144,4,-1,-1,34,0,,face_5_upper,,0.0,0.0,0.0,59.53298169502523,59.63293871143833,0.09995701641310006
145,2,left-right,0,145,4,-1,35,-1,0,face_6_upper_it,,,0.0,0.0,0.0,59.73296813922934,59.83295904513216,0.09999090590281412
146,2,left-right,0,146,4,-1,-1,19,0,,stim020_inanimate_tree_4.png,,0.0,0.0,0.0,59.93296457960969,60.032964750309475,0.1000001706997864
147,2,left-right,0,147,4,-1,13,-1,0,stim014_inanimate_boats_2.png,,,0.0,0.0,0.0,60.1329488295014,60.232968261116184,0.10001943161478266
148,2,left-right,0,148,4,-1,-1,18,0,,stim019_inanimate_tree_3.png,,0.0,0.0,0.0,60.33298037847271,60.432976160547696,0.09999578207498416
149,2,left-right,0,149,4,-1,47,-1,0,tool_9_upper_it,,,0.0,0.0,0.0,60.532976575021166,60.6329821094987,0.10000553447753191
150,2,left-right,0,150,4,-1,-1,3,0,,stim004_animate_fish_4.png,,0.0,0.0,0.0,60.732983255409636,60.83295636321418,0.09997310780454427
151,2,left-right,0,151,4,-1,37,-1,0,boat_5_lower_it,,,0.0,0.0,0.0,60.93299529963406,61.03299083787715,0.0999955382430926
152,2,left-right,R,152,4,-1,-1,0,0,,stim001_animate_fish_1.png,,0.0,0.0,0.0,61.13299905427266,61.23300946492236,0.10001041064970195
153,2,left-right,0,153,4,-1,40,-1,0,tree_5_lower,,,0.0,0.0,0.0,61.332997688965406,61.43300127296243,0.10000358399702236
154,2,left-right,0,154,4,-1,20,-1,0,stim021_inanimate_tools_1.png,,,1.0,0.39231605123495683,1.0,61.53300778265111,61.632993568549864,0.09998578589875251
155,2,left-right,0,155,4,-1,-1,27,0,,fish_4_upper_it,,0.0,0.0,0.0,61.733016901125666,61.83299781085225,0.09998090972658247
156,2,left-right,0,156,4,-1,-1,47,0,,tool_9_upper_it,,0.0,0.0,0.0,61.93302382534603,62.033016925503034,0.09999310015700758
157,2,left-right,0,157,4,-1,33,-1,0,face_4_lower_it,,,0.0,0.0,0.0,62.133022459980566,62.23300922114868,0.09998676116811112
158,2,left-right,0,158,4,-1,-1,19,0,,stim020_inanimate_tree_4.png,,0.0,0.0,0.0,62.3330276774941,62.432970309164375,0.09994263167027384
159,2,left-right,0,159,4,-1,18,-1,0,stim019_inanimate_tree_3.png,,,0.0,0.0,0.0,62.533018266491126,62.6330357476254,0.10001748113427311
160,2,left-right,0,160,4,-1,45,-1,0,tool_7_lower_it,,,0.0,0.0,0.0,62.733039575396106,62.833060713717714,0.1000211383216083
161,2,left-right,0,161,4,-1,-1,8,0,,stim009_animate_face_1.png,,0.0,0.0,0.0,62.93304308626102,63.03301814454608,0.09997505828505382
162,2,left-right,0,162,4,-1,-1,10,0,,stim011_animate_face_3.png,,0.0,0.0,0.0,63.13304976664949,63.23303725925507,0.09998749260557815
163,2,left-right,0,163,4,-1,23,-1,0,stim024_inanimate_tools_4.png,,,0.0,0.0,0.0,63.33305717847543,63.4330575929489,0.1000004144734703
164,2,left-right,0,164,4,-1,-1,17,0,,stim018_inanimate_tree_2.png,,0.0,0.0,0.0,63.533058495027944,63.63305037620012,0.09999188117217273
165,2,left-right,0,165,4,-1,11,-1,0,stim012_animate_face_4.png,,,0.0,0.0,0.0,63.733072245900985,63.83355345268501,0.10048120678402483
166,2,left-right,0,166,4,-1,-1,29,0,,bird_3_lower_it,,0.0,0.0,0.0,63.933071124367416,64.033071295009,0.10000017064157873
167,2,left-right,0,167,4,-1,43,-1,0,tree_8_upper_it,,,0.0,0.0,0.0,64.13305147329811,64.23306188400602,0.10001041070790961
168,2,left-right,0,168,4,-1,-1,15,0,,stim016_inanimate_boats_4.png,,0.0,0.0,0.0,64.33308375370689,64.43308026721934,0.0999965135124512
169,2,left-right,0,169,4,-1,38,-1,0,boat_6_upper,,,0.0,0.0,0.0,64.53304801124614,64.63308450952172,0.10003649827558547
170,2,left-right,0,170,4,-1,-1,6,0,,stim007_animate_bird_3.png,,0.0,0.0,0.0,64.73309150681598,64.83307851181598,0.09998700500000268
171,2,left-right,0,171,4,-1,40,-1,0,tree_5_lower,,,0.0,0.0,0.0,64.93307136819931,65.03307202644646,0.1000006582471542
172,2,left-right,0,172,4,-1,-1,12,0,,stim013_inanimate_boats_1.png,,0.0,0.0,0.0,65.13307609810727,65.2330794382724,0.1000033401651308
173,2,left-right,0,173,4,-1,30,-1,0,bird_4_upper,,,0.0,0.0,0.0,65.33308399748057,65.43308294913732,0.09999895165674388
174,2,left-right,0,174,4,-1,-1,3,0,,stim004_animate_fish_4.png,,0.0,0.0,0.0,65.53308799600927,65.63313278381247,0.10004478780319914
175,2,left-right,0,175,4,-1,5,-1,0,stim006_animate_bird_2.png,,,0.0,0.0,0.0,65.73310954874614,65.83310191752389,0.0999923687777482
176,2,left-right,0,176,4,-1,-1,32,0,,face_3_lower,,0.0,0.0,0.0,65.93310842721257,66.03315321501577,0.10004478780319914
177,2,left-right,0,177,4,-1,0,-1,0,stim001_animate_fish_1.png,,,0.0,0.0,0.0,66.13311998377321,66.23311552207451,0.09999553830130026
178,2,left-right,0,178,4,-1,37,-1,0,boat_5_lower_it,,,0.0,0.0,0.0,66.33312715176726,66.43310708628269,0.09997993451543152
179,2,left-right,0,179,4,-1,-1,17,0,,stim018_inanimate_tree_2.png,,0.0,0.0,0.0,66.5331131083658,66.63312522572232,0.1000121173565276
180,2,left-right,0,180,4,-1,1,-1,0,stim002_animate_fish_2.png,,,0.0,0.0,0.0,66.73312880971935,66.83313093084143,0.10000212112208828
181,2,left-right,0,181,4,-1,-1,11,0,,stim012_animate_face_4.png,,0.0,0.0,0.0,66.93313646531897,67.0331356607494,0.09999919543042779
182,2,left-right,0,182,4,-1,4,-1,0,stim005_animate_bird_1.png,,,0.0,0.0,0.0,67.13314363331301,67.23315501923207,0.10001138591906056
183,2,left-right,0,183,4,-1,-1,1,0,,stim002_animate_fish_2.png,,0.0,0.0,0.0,67.3331347098574,67.43313195480732,0.09999724494991824
184,2,left-right,0,184,4,-1,44,-1,0,tool_6_lower,,,0.0,0.0,0.0,67.53313602646813,67.63313790381653,0.10000187734840438
