eventnumber,condition,conditionlabel,istarget,presentationnumber,sequencenumber,stimC,stimL,stimR,streamnumber,stimnameL,stimnameR,stimnameC,response,rt,correct,time_stimon,time_stimoff,stimdur
3402,2,left-right,0,138,8,-1,-1,24,17,,fish_1_lower,,0.0,0.0,0.0,808.2029180095415,808.302923544019,0.10000553447753191
3403,2,left-right,0,139,8,-1,5,-1,17,stim006_animate_bird_2.png,,,0.0,0.0,0.0,808.4029273718479,808.502928273927,0.10000090207904577
3404,2,left-right,0,140,8,-1,43,-1,17,tree_8_upper_it,,,0.0,0.0,0.0,808.6029311265447,808.7029320286238,0.10000090207904577
3405,2,left-right,0,141,8,-1,-1,12,17,,stim013_inanimate_boats_1.png,,0.0,0.0,0.0,808.8029321992653,808.9028875089716,0.09995530970627442
3406,2,left-right,0,142,8,-1,-1,45,17,,tool_7_lower_it,,0.0,0.0,0.0,809.0029444872634,809.1029414884397,0.09999700117623433
3407,2,left-right,0,143,8,-1,28,-1,17,bird_2_lower,,,0.0,0.0,0.0,809.2029445847729,809.3029437802033,0.09999919543042779
3408,2,left-right,0,144,8,-1,-1,30,17,,bird_4_upper,,0.0,0.0,0.0,809.4029483394697,809.5029621634749,0.10001382400514558
3409,2,left-right,0,145,8,-1,47,-1,17,tool_9_upper_it,,,0.0,0.0,0.0,809.6029540445888,809.7029622609843,0.1000082163955085
3410,2,left-right,0,146,8,-1,37,-1,17,boat_5_lower_it,,,0.0,0.0,0.0,809.8029580430593,809.9029652842437,0.10000724118435755
3411,2,left-right,0,147,8,-1,-1,35,17,,face_6_upper_it,,0.0,0.0,0.0,810.0029578967951,810.1029702579253,0.1000123611302115
3412,2,left-right,0,148,8,-1,4,-1,17,stim005_animate_bird_1.png,,,0.0,0.0,0.0,810.2029748171917,810.3029740126221,0.09999919543042779
3413,2,left-right,0,149,8,-1,-1,46,17,,tool_8_upper,,0.0,0.0,0.0,810.4030039280187,810.5029828872648,0.09997895924607292
3414,2,left-right,0,150,8,-1,-1,16,17,,stim017_inanimate_tree_1.png,,0.0,0.0,0.0,810.6029889093479,810.7029868857353,0.09999797638738528
3415,2,left-right,0,151,8,-1,3,-1,17,stim004_animate_fish_4.png,,,0.0,0.0,0.0,810.8029831554741,810.9029916156433,0.1000084601691924
3416,2,left-right,0,152,8,-1,16,-1,17,stim017_inanimate_tree_1.png,,,0.0,0.0,0.0,811.0029930053861,811.1029948826763,0.10000187729019672
3417,2,left-right,0,153,8,-1,-1,20,17,,stim021_inanimate_tools_1.png,,0.0,0.0,0.0,811.2029982228996,811.3029998564161,0.10000163351651281
3418,2,left-right,0,154,8,-1,46,-1,17,tool_8_upper,,,0.0,0.0,0.0,811.4030017337645,811.5030028796755,0.10000114591093734
3419,2,left-right,0,155,8,-1,-1,27,17,,fish_4_upper_it,,0.0,0.0,0.0,811.603009633196,811.7030146800098,0.10000504681374878
3420,2,left-right,0,156,8,-1,-1,28,17,,bird_2_lower,,0.0,0.0,0.0,811.803015582147,811.9030135585344,0.09999797638738528
3421,2,left-right,0,157,8,-1,42,-1,17,tree_7_upper,,,0.0,0.0,0.0,812.0030178739107,812.1030214579077,0.10000358399702236
3422,2,left-right,0,158,8,-1,13,-1,17,stim014_inanimate_boats_2.png,,,0.0,0.0,0.0,812.2030218724394,812.3030254564364,0.10000358399702236
3423,2,left-right,0,159,8,-1,-1,7,17,,stim008_animate_bird_4.png,,0.0,0.0,0.0,812.4030329413363,812.5030331120361,0.1000001706997864
3424,2,left-right,0,160,8,-1,-1,3,17,,stim004_animate_fish_4.png,,0.0,0.0,0.0,812.6030401093885,812.703036622901,0.0999965135124512
3425,2,left-right,0,161,8,-1,20,-1,17,stim021_inanimate_tools_1.png,,,0.0,0.0,0.0,812.8030438640271,812.9030415965826,0.09999773255549371
3426,2,left-right,0,162,8,-1,15,-1,17,stim016_inanimate_boats_4.png,,,0.0,0.0,0.0,813.0030522510642,813.1030451074475,0.09999285638332367
3427,2,left-right,0,163,8,-1,-1,22,17,,stim023_inanimate_tools_3.png,,0.0,0.0,0.0,813.2030647828942,813.3030503249611,0.09998554206686094
3428,2,left-right,0,164,8,-1,-1,45,17,,tool_7_lower_it,,0.0,0.0,0.0,813.4030582975247,813.503057736787,0.09999943926231936
3429,2,left-right,0,165,8,-1,19,-1,17,stim020_inanimate_tree_4.png,,,0.0,0.0,0.0,813.603071804624,813.703057102859,0.09998529823496938
3430,2,left-right,0,166,8,-1,14,-1,17,stim015_inanimate_boats_3.png,,,0.0,0.0,0.0,813.8030665382976,813.9030752422987,0.10000870400108397
3431,2,left-right,0,167,8,-1,-1,30,17,,bird_4_upper,,0.0,0.0,0.0,814.003073218686,814.1030792407691,0.10000602208310738
3432,2,left-right,0,168,8,-1,19,-1,17,stim020_inanimate_tree_4.png,,,0.0,0.0,0.0,814.2030784361996,814.3030773878563,0.09999895165674388
3433,2,left-right,0,169,8,-1,-1,40,17,,tree_5_lower,,0.0,0.0,0.0,814.403086579463,814.5030843120185,0.09999773255549371
3434,2,left-right,0,170,8,-1,-1,44,17,,tool_6_lower,,0.0,0.0,0.0,814.6030878960155,814.7030880667153,0.1000001706997864
3435,2,left-right,0,171,8,-1,11,-1,17,stim012_animate_face_4.png,,,0.0,0.0,0.0,814.803094576404,814.9031057184911,0.10001114208716899
3436,2,left-right,0,172,8,-1,-1,10,17,,stim011_animate_face_3.png,,0.0,0.0,0.0,815.0031049139216,815.1031043531839,0.09999943926231936
3437,2,left-right,0,173,8,-1,33,-1,17,face_4_lower_it,,,0.0,0.0,0.0,815.2031030609505,815.3031200544792,0.10001699352869764
3438,2,left-right,0,174,8,-1,-1,0,17,,stim001_animate_fish_1.png,,0.0,0.0,0.0,815.4031092537334,815.503117226297,0.10000797256361693
3439,2,left-right,0,175,8,-1,39,-1,17,boat_7_upper_it,,,0.0,0.0,0.0,815.6031161778956,815.7031146419467,0.09999846405116841
3440,2,left-right,0,176,8,-1,22,-1,17,stim023_inanimate_tools_3.png,,,0.0,0.0,0.0,815.8031252963701,815.903120103234,0.09999480686383322
3441,2,left-right,0,177,8,-1,-1,31,17,,bird_5_upper_it,,0.0,0.0,0.0,816.0031334396335,816.1031284903293,0.09999505069572479
3442,2,left-right,0,178,8,-1,26,-1,17,fish_3_upper,,,0.0,0.0,0.0,816.2030886762077,816.3031317573623,0.10004308115458116
3443,2,left-right,0,179,8,-1,-1,13,17,,stim014_inanimate_boats_2.png,,0.0,0.0,0.0,816.4031392423203,816.5031359996065,0.09999675728613511
3444,2,left-right,0,180,8,-1,34,-1,17,face_5_upper,,,0.0,0.0,0.0,816.6031434845645,816.7031497504795,0.10000626591499895
3445,2,left-right,0,181,8,-1,-1,41,17,,tree_6_lower_it,,0.0,0.0,0.0,816.8031482144725,816.9031481413404,0.09999992686789483
3446,2,left-right,0,182,8,-1,-1,8,17,,stim009_animate_face_1.png,,0.0,0.0,0.0,817.0031517253374,817.1031518960372,0.1000001706997864
3447,2,left-right,0,183,8,-1,33,-1,17,face_4_lower_it,,,0.0,0.0,0.0,817.2031637695618,817.3031512621092,0.0999874925473705
3448,2,left-right,0,184,8,-1,-1,23,17,,stim024_inanimate_tools_4.png,,0.0,0.0,0.0,817.4031585032353,817.5031613557949,0.10000285255955532
3449,2,left-right,0,185,8,-1,38,-1,17,boat_6_upper,,,0.0,0.0,0.0,817.6031678655418,817.7031699866639,0.10000212112208828
3450,2,left-right,0,186,8,-1,0,-1,17,stim001_animate_fish_1.png,,,0.0,0.0,0.0,817.8031740583247,817.9031725223176,0.09999846399296075
3451,2,left-right,0,187,8,-1,-1,40,17,,tree_5_lower,,0.0,0.0,0.0,818.003181957698,818.1031809093547,0.09999895165674388
3452,2,left-right,0,188,8,-1,-1,8,17,,stim009_animate_face_1.png,,0.0,0.0,0.0,818.2031883943127,818.303195391607,0.10000699729425833
3453,2,left-right,0,189,8,-1,47,-1,17,tool_9_upper_it,,,0.0,0.0,0.0,818.4031802022946,818.5031945139053,0.10001431161072105
3454,2,left-right,0,190,8,-1,2,-1,17,stim003_animate_fish_3.png,,,0.0,0.0,0.0,818.6031812750734,818.7032002190826,0.10001894400920719
3455,2,left-right,0,191,8,-1,-1,29,17,,bird_3_lower_it,,0.0,0.0,0.0,818.8032211135142,818.9032049489324,0.09998383541824296
3456,2,left-right,0,0,1,-1,-1,34,18,,face_5_upper,,0.0,0.0,0.0,821.4366113601136,821.536601534579,0.09999017446534708
3457,2,left-right,0,1,1,-1,28,-1,18,bird_2_lower,,,0.0,0.0,0.0,821.6366107262438,821.7366143102408,0.10000358399702236
3458,2,left-right,0,2,1,-1,-1,46,18,,tool_8_upper,,0.0,0.0,0.0,821.8366169189685,821.9366092877463,0.0999923687777482
3459,2,left-right,0,3,1,-1,47,-1,18,tool_9_upper_it,,,0.0,0.0,0.0,822.0366238431889,822.1366037776461,0.09997993445722386
3460,2,left-right,0,4,1,-1,6,-1,18,stim007_animate_bird_3.png,,,0.0,0.0,0.0,822.2366283292649,822.3366287437384,0.1000004144734703
3461,2,left-right,0,5,1,-1,-1,25,18,,fish_2_lower_it,,0.0,0.0,0.0,822.4366342782159,822.5366610241472,0.10002674593124539
3462,2,left-right,0,6,1,-1,35,-1,18,face_6_upper_it,,,0.0,0.0,0.0,822.6366380329127,822.736625769292,0.09998773637926206
3463,2,left-right,0,7,1,-1,-1,21,18,,stim022_inanimate_tools_2.png,,0.0,0.0,0.0,822.8366405685083,822.9366446401109,0.10000407160259783
3464,2,left-right,0,8,1,-1,-1,20,18,,stim021_inanimate_tools_1.png,,0.0,0.0,0.0,823.0366452984163,823.1366435185773,0.09999822016106918
3465,2,left-right,0,9,1,-1,30,-1,18,bird_4_upper,,,0.0,0.0,0.0,823.2366436892771,823.3366526370519,0.10000894777476788
3466,2,left-right,0,10,1,-1,19,-1,18,stim020_inanimate_tree_4.png,,,0.0,0.0,0.0,823.4366635353654,823.5366527346196,0.09998919925419614
3467,2,left-right,0,11,1,-1,-1,28,18,,bird_2_lower,,0.0,0.0,0.0,823.6366607071832,823.7366677044774,0.10000699729425833
3468,2,left-right,0,12,1,-1,17,-1,18,stim018_inanimate_tree_2.png,,,0.0,0.0,0.0,823.8366705570952,823.9366731658229,0.10000260872766376
3469,2,left-right,0,13,1,-1,-1,5,18,,stim006_animate_bird_2.png,,0.0,0.0,0.0,824.0366211612709,824.1366774081253,0.10005624685436487
3470,2,left-right,0,14,1,-1,-1,1,18,,stim002_animate_fish_2.png,,0.0,0.0,0.0,824.2366812359542,824.3366823818069,0.10000114585272968
3471,2,left-right,0,15,1,-1,14,-1,18,stim015_inanimate_boats_3.png,,,0.0,0.0,0.0,824.4366866972414,824.5366790660191,0.0999923687777482
3472,2,left-right,0,16,1,-1,-1,27,18,,fish_4_upper_it,,0.0,0.0,0.0,824.6366972785909,824.736699399713,0.10000212112208828
3473,2,left-right,0,17,1,-1,40,-1,18,tree_5_lower,,,0.0,0.0,0.0,824.8366998141864,824.9366994972806,0.09999968309421092
3474,2,left-right,0,18,1,-1,45,-1,18,tool_7_lower_it,,,0.0,0.0,0.0,825.0367003993597,825.1367073967122,0.10000699735246599
3475,2,left-right,0,19,1,-1,-1,37,18,,boat_5_lower_it,,0.0,0.0,0.0,825.2366961083026,825.3366928656469,0.09999675734434277
3476,2,left-right,0,20,1,-1,-1,30,18,,bird_4_upper,,0.0,0.0,0.0,825.4367088839062,825.5367061288562,0.09999724494991824
3477,2,left-right,0,21,1,-1,24,-1,18,fish_1_lower,,,0.0,0.0,0.0,825.6367180023808,825.7367225616472,0.10000455926638097
3478,2,left-right,0,22,1,-1,-1,32,18,,face_3_lower,,0.0,0.0,0.0,825.8366959132836,825.9367311925162,0.10003527923254296
3479,2,left-right,0,23,1,-1,8,-1,18,stim009_animate_face_1.png,,,0.0,0.0,0.0,826.0367267307593,826.1367171490565,0.09999041829723865
3480,2,left-right,0,24,1,-1,10,-1,18,stim011_animate_face_3.png,,,0.0,0.0,0.0,826.2367492587655,826.3367179780034,0.0999687192379497
3481,2,left-right,0,25,1,-1,-1,12,18,,stim013_inanimate_boats_1.png,,0.0,0.0,0.0,826.4367220496642,826.5367346545681,0.10001260490389541
3482,2,left-right,0,26,1,-1,42,-1,18,tree_7_upper,,,0.0,0.0,0.0,826.6367389700026,826.73674743023,0.10000846022740006
3483,2,left-right,0,27,1,-1,-1,23,18,,stim024_inanimate_tools_4.png,,0.0,0.0,0.0,826.8367507703952,826.9367331429967,0.09998237260151654
3484,2,left-right,0,28,1,-1,15,-1,18,stim016_inanimate_boats_4.png,,,0.0,0.0,0.0,827.0367408717284,827.1367590843001,0.10001821257174015
3485,2,left-right,0,29,1,-1,-1,39,18,,boat_7_upper_it,,0.0,0.0,0.0,827.2367712016567,827.3367738103843,0.10000260872766376
3486,2,left-right,0,30,1,-1,3,-1,18,stim004_animate_fish_4.png,,,0.0,0.0,0.0,827.4367656915565,827.53676610603,0.1000004144734703
3487,2,left-right,0,31,1,-1,-1,18,18,,stim019_inanimate_tree_3.png,,0.0,0.0,0.0,827.63677090907,827.7367652282701,0.09999431920005009
3488,2,left-right,0,32,1,-1,5,-1,18,stim006_animate_bird_2.png,,,0.0,0.0,0.0,827.8367763704155,827.9367840991472,0.10000772873172536
3489,2,left-right,0,33,1,-1,-1,19,18,,stim020_inanimate_tree_4.png,,0.0,0.0,0.0,828.0367840260151,828.1367810271331,0.09999700111802667
3490,2,left-right,0,34,1,-1,-1,41,18,,tree_6_lower_it,,0.0,0.0,0.0,828.2367831483134,828.3367784427828,0.09999529446940869
3491,2,left-right,0,35,1,-1,38,-1,18,boat_6_upper,,,0.0,0.0,0.0,828.4367642286816,828.5367946317419,0.10003040306037292
3492,2,left-right,0,36,1,-1,-1,10,18,,stim011_animate_face_3.png,,0.0,0.0,0.0,828.636796752864,828.736800336861,0.10000358399702236
3493,2,left-right,0,37,1,-1,46,-1,18,tool_8_upper,,,0.0,0.0,0.0,828.836802701815,828.9368277410395,0.10002503922441974
3494,2,left-right,0,38,1,-1,-1,0,18,,stim001_animate_fish_1.png,,0.0,0.0,0.0,829.0368076755549,829.1368088214076,0.10000114585272968
3495,2,left-right,0,39,1,-1,39,-1,18,boat_7_upper_it,,,0.0,0.0,0.0,829.2368153311545,829.3368135513156,0.09999822016106918
3496,2,left-right,0,40,1,-1,44,-1,18,tool_6_lower,,,0.0,0.0,0.0,829.4368212801055,829.5368063345668,0.09998505446128547
3497,2,left-right,0,41,1,-1,-1,8,18,,stim009_animate_face_1.png,,0.0,0.0,0.0,829.6368082119152,829.736824961612,0.10001674969680607
3498,2,left-right,0,42,1,-1,25,-1,18,fish_2_lower_it,,,0.0,0.0,0.0,829.836825863691,829.9368352991296,0.10000943543855101
3499,2,left-right,0,43,1,-1,-1,29,18,,bird_3_lower_it,,0.0,0.0,0.0,830.0368357136031,830.136816379556,0.09998066595289856
3500,2,left-right,0,44,1,-1,43,-1,18,tree_8_upper_it,,,0.0,0.0,0.0,830.2368387368624,830.3371124617988,0.10027372493641451
3501,2,left-right,0,45,1,-1,-1,3,18,,stim004_animate_fish_4.png,,0.0,0.0,0.0,830.4368449296453,830.5368480259785,0.10000309633323923
3502,2,left-right,0,46,1,-1,-1,11,18,,stim012_animate_face_4.png,,0.0,0.0,0.0,830.636852341413,830.7368537311559,0.1000013897428289
3503,2,left-right,0,47,1,-1,12,-1,18,stim013_inanimate_boats_1.png,,,0.0,0.0,0.0,830.836855852278,830.9368540724972,0.09999822021927685
3504,2,left-right,0,48,1,-1,21,-1,18,stim022_inanimate_tools_2.png,,,0.0,0.0,0.0,831.0368622888345,831.1368702614564,0.10000797262182459
3505,2,left-right,0,49,1,-1,-1,9,18,,stim010_animate_face_2.png,,0.0,0.0,0.0,831.2368536092108,831.3368908389239,0.10003722971305251
3506,2,left-right,0,50,1,-1,18,-1,18,stim019_inanimate_tree_3.png,,,0.0,0.0,0.0,831.4368632153491,831.5368585098186,0.09999529446940869
3507,2,left-right,0,51,1,-1,-1,45,18,,tool_7_lower_it,,0.0,0.0,0.0,831.6368818423944,831.7368629958946,0.09998115350026637
3508,2,left-right,0,52,1,-1,-1,6,18,,stim007_animate_bird_3.png,,0.0,0.0,0.0,831.8368887665565,831.9368818667717,0.09999310021521524
3509,2,left-right,0,53,1,-1,7,-1,18,stim008_animate_bird_4.png,,,0.0,0.0,0.0,832.0368754545925,832.1368702614564,0.09999480686383322
3510,2,left-right,0,54,1,-1,20,-1,18,stim021_inanimate_tools_1.png,,,0.0,0.0,0.0,832.2368692130549,832.3368703589658,0.10000114591093734
3511,2,left-right,0,55,1,-1,-1,4,18,,stim005_animate_bird_1.png,,0.0,0.0,0.0,832.436872236256,832.5368741136044,0.10000187734840438
3512,2,left-right,C,56,1,-1,-1,16,18,,stim017_inanimate_tree_1.png,,0.0,0.0,0.0,832.6368940328248,832.7369076130562,0.10001358023146167
3513,2,left-right,0,57,1,-1,13,-1,18,stim014_inanimate_boats_2.png,,,0.0,0.0,0.0,832.8368758446886,832.9369142934447,0.10003844875609502
3514,2,left-right,0,58,1,-1,-1,22,18,,stim023_inanimate_tools_3.png,,1.0,0.39240723598049954,1.0,833.0369110507309,833.1369156099972,0.10000455926638097
3515,2,left-right,0,59,1,-1,1,-1,18,stim002_animate_fish_2.png,,,0.0,0.0,0.0,833.2369196815998,833.3369213151163,0.10000163351651281
3516,2,left-right,0,60,1,-1,16,-1,18,stim017_inanimate_tree_1.png,,,0.0,0.0,0.0,833.4369224610273,833.5369253135868,0.10000285255955532
3517,2,left-right,0,61,1,-1,-1,24,18,,fish_1_lower,,0.0,0.0,0.0,833.6369284099783,833.7369354073307,0.10000699735246599
3518,2,left-right,0,62,1,-1,-1,15,18,,stim016_inanimate_boats_4.png,,0.0,0.0,0.0,833.8369343589293,833.9369330667541,0.09999870782485232
3519,2,left-right,0,63,1,-1,23,-1,18,stim024_inanimate_tools_4.png,,,0.0,0.0,0.0,834.036936894583,834.1369724175893,0.10003552300622687
3520,2,left-right,0,64,1,-1,32,-1,18,face_3_lower,,,0.0,0.0,0.0,834.236936504487,834.3369339932106,0.09999748872360215
3521,2,left-right,0,65,1,-1,-1,7,18,,stim008_animate_bird_4.png,,0.0,0.0,0.0,834.4369529372198,834.5369535955251,0.10000065830536187
3522,2,left-right,0,66,1,-1,-1,36,18,,boat_4_lower,,0.0,0.0,0.0,834.6369325547712,834.7369395520655,0.10000699729425833
3523,2,left-right,0,67,1,-1,4,-1,18,stim005_animate_bird_1.png,,,0.0,0.0,0.0,834.8369350903668,834.9369662248646,0.10003113449783996
3524,2,left-right,0,68,1,-1,-1,26,18,,fish_3_upper,,0.0,0.0,0.0,835.0369722469477,835.136963884288,0.09999163734028116
3525,2,left-right,0,69,1,-1,2,-1,18,stim003_animate_fish_3.png,,,0.0,0.0,0.0,835.2369757578126,835.3369625189225,0.09998676110990345
3526,2,left-right,0,70,1,-1,26,-1,18,fish_3_upper,,,0.0,0.0,0.0,835.4369743924472,835.5369789517135,0.10000455926638097
3527,2,left-right,0,71,1,-1,-1,33,18,,face_4_lower_it,,0.0,0.0,0.0,835.6369849737966,835.7369878263562,0.10000285255955532
3528,2,left-right,0,72,1,-1,22,-1,18,stim023_inanimate_tools_3.png,,,0.0,0.0,0.0,835.8369870217866,835.9369752457715,0.09998822398483753
3529,2,left-right,0,73,1,-1,-1,43,18,,tree_8_upper_it,,0.0,0.0,0.0,836.0369937021751,836.136984364246,0.09999066207092255
3530,2,left-right,0,74,1,-1,-1,47,18,,tool_9_upper_it,,0.0,0.0,0.0,836.2369991635205,836.3370020160801,0.10000285255955532
3531,2,left-right,0,75,1,-1,37,-1,18,boat_5_lower_it,,,0.0,0.0,0.0,836.4370077943895,836.5370123535977,0.1000045592081733
3532,2,left-right,0,76,1,-1,-1,35,18,,face_6_upper_it,,0.0,0.0,0.0,836.6370103299851,836.7370324435178,0.10002211353275925
3533,2,left-right,0,77,1,-1,0,-1,18,stim001_animate_fish_1.png,,,0.0,0.0,0.0,836.83701384085,836.937025226769,0.10001138591906056
3534,2,left-right,0,78,1,-1,29,-1,18,bird_3_lower_it,,,0.0,0.0,0.0,837.0370190583635,837.137026055716,0.10000699735246599
3535,2,left-right,0,79,1,-1,-1,13,18,,stim014_inanimate_boats_2.png,,0.0,0.0,0.0,837.2370264701894,837.3370298103546,0.1000033401651308
3536,2,left-right,0,80,1,-1,-1,14,18,,stim015_inanimate_boats_3.png,,0.0,0.0,0.0,837.437025104824,837.5370338088251,0.10000870400108397
3537,2,left-right,0,81,1,-1,31,-1,18,bird_5_upper_it,,,0.0,0.0,0.0,837.6370359300054,837.7370392701705,0.1000033401651308
3538,2,left-right,0,82,1,-1,36,-1,18,boat_4_lower,,,0.0,0.0,0.0,837.837039684644,837.9370403429493,0.10000065830536187
3539,2,left-right,0,83,1,-1,-1,31,18,,bird_5_upper_it,,0.0,0.0,0.0,838.0370512412046,838.1370550690335,0.10000382782891393
3540,2,left-right,0,84,1,-1,9,-1,18,stim010_animate_face_2.png,,,0.0,0.0,0.0,838.2370506073348,838.3370493151015,0.09999870776664466
3541,2,left-right,0,85,1,-1,-1,2,18,,stim003_animate_fish_3.png,,0.0,0.0,0.0,838.4370563124539,838.537028688821,0.09997237636707723
3542,2,left-right,0,86,1,-1,-1,40,18,,tree_5_lower,,0.0,0.0,0.0,838.6370664061396,838.7370641387533,0.09999773261370137
3543,2,left-right,0,87,1,-1,33,-1,18,face_4_lower_it,,,0.0,0.0,0.0,838.8370682103559,838.937070331478,0.10000212112208828
3544,2,left-right,0,88,1,-1,11,-1,18,stim012_animate_face_4.png,,,0.0,0.0,0.0,839.0370722088264,839.1370774994721,0.10000529064564034
3545,2,left-right,0,89,1,-1,-1,38,18,,boat_6_upper,,0.0,0.0,0.0,839.2370827901759,839.3370788160828,0.09999602590687573
3546,2,left-right,0,90,1,-1,34,-1,18,face_5_upper,,,0.0,0.0,0.0,839.4370863010408,839.5370645288494,0.09997822780860588
3547,2,left-right,0,91,1,-1,-1,17,18,,stim018_inanimate_tree_2.png,,0.0,0.0,0.0,839.6370973699959,839.7370765730157,0.09997920301975682
3548,2,left-right,0,92,1,-1,27,-1,18,fish_4_upper_it,,,0.0,0.0,0.0,839.8370962484623,839.9370883734082,0.09999212494585663
3549,2,left-right,0,93,1,-1,-1,42,18,,tree_7_upper,,0.0,0.0,0.0,840.0370868374011,840.1371030994924,0.1000162620912306
3550,2,left-right,0,94,1,-1,-1,44,18,,tool_6_lower,,0.0,0.0,0.0,840.2370910797035,840.3371073417948,0.1000162620912306
3551,2,left-right,0,95,1,-1,41,-1,18,tree_6_lower_it,,,0.0,0.0,0.0,840.4370962972171,840.5371142659569,0.10001796873984858
3552,2,left-right,0,96,1,-1,-1,36,18,,boat_4_lower,,0.0,0.0,0.0,840.6371171185165,840.7370963215944,0.09997920307796448
3553,2,left-right,0,97,1,-1,21,-1,18,stim022_inanimate_tools_2.png,,,0.0,0.0,0.0,840.8371235551313,840.9371315276949,0.10000797256361693
3554,2,left-right,0,98,1,-1,-1,24,18,,fish_1_lower,,0.0,0.0,0.0,841.0371295040823,841.1371425966499,0.10001309256767854
3555,2,left-right,0,99,1,-1,15,-1,18,stim016_inanimate_boats_4.png,,,0.0,0.0,0.0,841.2371347215958,841.3371322103194,0.09999748872360215
3556,2,left-right,0,100,1,-1,18,-1,18,stim019_inanimate_tree_3.png,,,0.0,0.0,0.0,841.4371414019843,841.5371376716648,0.09999626968055964
3557,2,left-right,0,101,1,-1,-1,38,18,,boat_6_upper,,0.0,0.0,0.0,841.6371393051813,841.7371431330102,0.10000382782891393
3558,2,left-right,0,102,1,-1,22,-1,18,stim023_inanimate_tools_3.png,,,0.0,0.0,0.0,841.8371411093976,841.9371485943557,0.10000748495804146
3559,2,left-right,0,103,1,-1,-1,6,18,,stim007_animate_bird_3.png,,0.0,0.0,0.0,842.0371575421304,842.1371584442677,0.10000090213725343
3560,2,left-right,0,104,1,-1,-1,10,18,,stim011_animate_face_3.png,,0.0,0.0,0.0,842.2371491063386,842.3371626865119,0.10001358017325401
3561,2,left-right,0,105,1,-1,37,-1,18,boat_5_lower_it,,,0.0,0.0,0.0,842.4371667581727,842.5371720488183,0.10000529064564034
3562,2,left-right,0,106,1,-1,16,-1,18,stim017_inanimate_tree_1.png,,,0.0,0.0,0.0,842.6371734385611,842.7371706835111,0.09999724494991824
3563,2,left-right,0,107,1,-1,-1,31,18,,bird_5_upper_it,,0.0,0.0,0.0,842.8371752427192,842.9371751695871,0.09999992686789483
3564,2,left-right,0,108,1,-1,45,-1,18,tool_7_lower_it,,,0.0,0.0,0.0,843.037190456409,843.1371852632728,0.09999480686383322
3565,2,left-right,0,109,1,-1,-1,15,18,,stim016_inanimate_boats_4.png,,0.0,0.0,0.0,843.2371886034962,843.3371770713129,0.0999884678167291
3566,2,left-right,0,110,1,-1,-1,36,18,,boat_4_lower,,0.0,0.0,0.0,843.4371843124391,843.5371988678817,0.10001455544261262
3567,2,left-right,0,111,1,-1,47,-1,18,tool_9_upper_it,,,0.0,0.0,0.0,843.6371980633121,843.7372018910828,0.10000382777070627
3568,2,left-right,0,112,1,-1,-1,39,18,,boat_7_upper_it,,0.0,0.0,0.0,843.8371927969856,843.9371963809826,0.10000358399702236
3569,2,left-right,0,113,1,-1,7,-1,18,stim008_animate_bird_4.png,,,0.0,0.0,0.0,844.0372077669017,844.1372103756876,0.10000260878587142
3570,2,left-right,0,114,1,-1,8,-1,18,stim009_animate_face_1.png,,,0.0,0.0,0.0,844.2371968930238,844.3372185188928,0.10002162586897612
3571,2,left-right,0,115,1,-1,-1,27,18,,fish_4_upper_it,,0.0,0.0,0.0,844.437206255272,844.5372049630969,0.09999870782485232
3572,2,left-right,0,116,1,-1,-1,29,18,,bird_3_lower_it,,0.0,0.0,0.0,844.6372134232661,844.7372296853573,0.1000162620912306
3573,2,left-right,0,117,1,-1,42,-1,18,tree_7_upper,,,0.0,0.0,0.0,844.8372330255806,844.9372346590972,0.10000163351651281
3574,2,left-right,L,118,1,-1,-1,14,18,,stim015_inanimate_boats_3.png,,0.0,0.0,0.0,845.0372292221291,845.1372362194816,0.10000699735246599
3575,2,left-right,0,119,1,-1,44,-1,18,tool_6_lower,,,0.0,0.0,0.0,845.2372388282674,845.3372460693936,0.10000724112614989
3576,2,left-right,0,120,1,-1,18,-1,18,stim019_inanimate_tree_3.png,,,0.0,0.0,0.0,845.4372477029101,845.5372473859461,0.09999968303600326
3577,2,left-right,0,121,1,-1,-1,12,18,,stim013_inanimate_boats_1.png,,1.0,0.5923083468223922,1.0,845.6372487756889,845.7372516282485,0.10000285255955532
3578,2,left-right,0,122,1,-1,27,-1,18,fish_4_upper_it,,,0.0,0.0,0.0,845.8372539932025,845.9372597714537,0.10000577825121582
3579,2,left-right,0,123,1,-1,-1,28,18,,bird_2_lower,,0.0,0.0,0.0,846.0372660373687,846.1372671832796,0.10000114591093734
3580,2,left-right,0,124,1,-1,20,-1,18,stim021_inanimate_tools_1.png,,,0.0,0.0,0.0,846.2372688167961,846.3372680122266,0.09999919543042779
3581,2,left-right,0,125,1,-1,-1,2,18,,stim003_animate_fish_3.png,,0.0,0.0,0.0,846.4372635505279,846.5372581135598,0.09999456303194165
3582,2,left-right,0,126,1,-1,4,-1,18,stim005_animate_bird_1.png,,,0.0,0.0,0.0,846.6372765699634,846.7372791786911,0.10000260872766376
3583,2,left-right,0,127,1,-1,-1,25,18,,fish_2_lower_it,,0.0,0.0,0.0,846.8372820313089,846.9372875657864,0.10000553447753191
3584,2,left-right,0,128,1,-1,21,-1,18,stim022_inanimate_tools_2.png,,,0.0,0.0,0.0,847.0372843230725,847.1372866880265,0.10000236495397985
